,handle,created_at,tweet_text
87,RepAuchincloss,2022-11-23T17:53:25.000Z,"“Cities should price their curbs to manage demand.”

100%.

https://t.co/a9Xip505E2"
88,RepAuchincloss,2022-11-22T16:54:00.000Z,"Send Ukraine the Gray Eagles. Their military advantage outweighs the legitimate concerns about security.

https://t.co/ElT4m1YWJx"
89,RepAuchincloss,2022-11-21T14:44:12.000Z,We must recommit ourselves to making housing affordable for working families https://t.co/X27snKdhZt
90,RepCindyAxne,2022-12-05T23:07:28.000Z,"Angie Sylling has played a crucial role here in Iowa in the battle to raise awareness of cancer, offer affected families support and resources, find better treatments, and fight for a cure.

Please join me in honoring her as #IowanOfTheWeek!

https://t.co/p4lu59jNUO https://t.co/Ysnyyaioxk"
91,RepCindyAxne,2022-12-03T16:08:59.000Z,"Today high school students from around #IA03 are interviewing for nominations to attend one of the prestigious United States Military Service Academies. 

I thank them for their passion &amp; thank my selection committee for helping young Iowans pursue their dreams. https://t.co/gpcxAhfWpr"
92,RepCindyAxne,2022-11-28T21:19:45.000Z,"Said Atmar put his life on the line in the field to support our troops &amp; the U.S. mission in Afghanistan. Now, he's committed to ensuring Afghan SIVs &amp; refugees have the resources they need to thrive in Iowa.

Join me in honoring him as #IowanOfTheWeek!
https://t.co/Tj422mdoUu https://t.co/y1Sht9i2YF"
93,RepCindyAxne,2022-11-24T16:03:57.000Z,Wishing you and your family a safe and healthy Thanksgiving! #IA03 https://t.co/0ssiB013OL
94,RepCindyAxne,2022-11-18T19:55:46.000Z,"For too long, dogfighters and cockfighters have carried on their rampant abuses with too many enforcement loopholes and not enough tools to end the abuses.

My new legislation will help defend these innocent animals and hold abusers accountable.
https://t.co/OH0GR1039W"
95,RepCindyAxne,2022-11-15T22:07:56.000Z,"For too long, affordable health care has been out of reach for Iowa families. That’s why I helped pass the Inflation Reduction Act to lower health insurance premiums and help people make ends meet. #PeopleOverPolitics"
96,RepCindyAxne,2022-11-15T17:00:00.000Z,"One year ago, @POTUS signed the Infrastructure Investment and Jobs Act into law, kicking off an #InfrastructureDecade. This historic funding will upgrade America’s infrastructure, create good-paying jobs, and create new opportunities to make sure our best days are ahead of us."
97,RepCindyAxne,2022-11-14T18:04:25.000Z,"Tomorrow is the deadline to purchase American flags flown over the Capitol through my office.
https://t.co/cyrJX83ecX"
98,RepCindyAxne,2022-11-11T15:37:06.000Z,"Happy #VeteransDay!

Today and every day, we honor the service and the commitment of all who have helped keep our country safe and free. #IA03 https://t.co/9veEMuIiZR"
99,RepCindyAxne,2022-11-10T23:19:08.000Z,"I know rising prices are squeezing families in #IA03. With the Inflation Reduction Act, we are lowering drug prices, energy costs, and health insurance premiums to help folks make ends meet. #PeopleOverPolitics"
160,RepBarragan,2022-12-07T03:08:37.000Z,"Thank you @RepTeresaLF for leading this effort to recognize the incredible contributions that #DREAMERS have made to this country.


The Senate MUST take up and pass The American Dream and Promise Act so kids like Hugo can stay in the only home they’ve ever known. #HomeIsHere https://t.co/6bSJDOupXm"
161,RepBarragan,2022-12-06T20:58:44.000Z,"Advocacy works! Great result for our communities. It’s time to end oil drilling in residential neighborhoods. 

Proud to work with @STAND_LA and @CBECal for frontline communities. https://t.co/NDCVGRXMaM"
162,RepBarragan,2022-12-06T03:09:02.000Z,RT @JoaquinCastrotx: Thank you @AliciaMenendez for highlighting the music by Latino artists that we (@HispanicCaucus and I) nominated to th…
163,RepBarragan,2022-12-06T00:36:25.000Z,"Good news!


You now have until May 7, 2025 to get a #REALID driver’s license or identification card. This means you can continue to use your standard license or ID card for another 2 years. 


More information 👇🏽 https://t.co/2qfVezg7e4"
164,RepBarragan,2022-12-04T22:20:23.000Z,"Great to see so many people virtually from Washington DC yesterday at my legislative briefing in 
#CA44 to discuss how Democrats are fighting for the people. 

Thanks to those who asked questions, if we didn’t get to yours, we will. Our work continues! https://t.co/nURvO4G1qn"
165,RepBarragan,2022-12-04T18:47:21.000Z,"As our interns are wrapping up their time here in Washington they had a special guest stop by the office on Friday - @RepLucyMcBath!
 
We try to make sure our interns get a chance to meet &amp; interact with other Members. Thanks Congresswoman for stopping by the office! https://t.co/cgoNIgjm9Y"
166,RepBarragan,2022-12-04T05:43:01.000Z,"@RonPlacone @MSNBC @AymanM I appeared via zoom from Washington DC to do the lunch legislative briefing and answer constituent questions. As I explained on zoom, at the lunch, I couldn’t fly on Dr. advice due to an ear issue. The tv appearance was via zoom too."
167,RepBarragan,2022-12-04T03:37:44.000Z,RT @AymanMSNBC: Republicans have wasted no time attacking Rep. Hakeem Jeffries since House Democrats elected him as the first Black man to…
168,RepBarragan,2022-12-04T03:10:03.000Z,@RonPlacone Did you stay for my leg briefing? I did appear via zoom from Washington DC to provide the leg briefing and I did answer questions. Constituents are welcomed to schedule an in person meeting with me. I voted for rail workers to get sick pay. Senate Rs did not.
169,RepBarragan,2022-12-03T23:14:41.000Z,TUNE IN at 9pmET/6pmPT on @MSNBC as I chat with @aymanM about the new leadership in the House of Representatives. https://t.co/EvBPQEu8Eg
170,RepKarenBass,2022-12-02T05:16:12.000Z,"The One Stop Shop Community Reentry Program Act that I introduced last year will help create resource centers supporting people transitioning out of incarceration by providing access to employment and housing services.

Thank you to my colleagues for your support."
171,RepKarenBass,2022-12-02T05:16:10.000Z,"All too often, folks who have served their time are released from jail with no where to go and no resources to access.

That often leads to homelessness — not just in L.A. but nationwide.

It’s a cycle we must work to break and today, Congress took a big step in that direction. https://t.co/L5927KFH2C"
172,RepKarenBass,2022-12-02T05:14:45.000Z,"RT @HouseJudiciary: 🚨🚨🚨 BREAKING: The House PASSED H.R. 3372, One Stop Shop Community Reentry Program Act of 2021. https://t.co/G7LA6SoKaQ"
173,RepKarenBass,2022-12-02T05:14:25.000Z,"RT @HouseJudiciary: 🚨🚨🚨 BREAKING: The House PASSED H.R.6878, the Pregnant Women in Custody Act. https://t.co/taQJpOA6Dk"
174,RepKarenBass,2022-11-24T23:35:53.000Z,"Today, we celebrate together with gratitude and high hopes for what is to come. 

Wishing everyone a happy and safe Thanksgiving!"
175,RepKarenBass,2022-11-24T03:14:40.000Z,"I look forward to seeing all she does for the good people of California's 37th District.

Our district is in good hands. 3/3"
176,RepKarenBass,2022-11-24T03:14:39.000Z,"I’ve known Congresswoman-elect Kamlager for years and have seen her selfless service up close.

Whether it was during her time on the L.A. Community College District Board or in the State Assembly or Senate, Congresswoman-elect Kamlager has ALWAYS fought for all Angelenos. 2/"
177,RepKarenBass,2022-11-24T03:14:39.000Z,"I want to congratulate my sister in service, State Senator and soon to be United States Congresswoman @sydneykamlager, on being elected to serve in the House of Representatives. 1/ https://t.co/JwxAqyiCEn"
178,RepKarenBass,2022-11-15T22:08:11.000Z,"One year ago today, President Biden signed the Bipartisan Infrastructure Bill into law, which included my provision to bring jobs straight to Los Angeles.

As we recover from the pandemic, we must do all we can to get jobs to those who need them most. 
https://t.co/aSNwwIcnIy"
179,RepKarenBass,2022-11-03T19:27:00.000Z,"It's November -- you know what that means! 

Looking for your local voting center? Click here! https://t.co/hqyq4HhSRY"
180,RepBeatty,2022-12-06T20:42:24.000Z,.@FSCDems have proved that paying lip service to the importance of diversity and inclusion is simply unacceptable. That’s why we’ve spent the past 4 years centering the voices of diverse communities &amp; working to protect them. 📺: https://t.co/6J3jip7j4X
181,RepBeatty,2022-12-06T16:59:06.000Z,Two days Left to register for the #PowerOfOne! RSVP to https://t.co/5SbmqGVib1 to claim your seat. https://t.co/8RqZJQWOFF
182,RepBeatty,2022-12-05T20:01:30.000Z,Four days Left to register for the #PowerOfOne! RSVP to https://t.co/5SbmqHcT2z to claim your seat. https://t.co/z80c5p08rQ
183,RepBeatty,2022-12-05T19:58:48.000Z,"RT @Ilhan: Glad to have the support of @SenMarkey, @RepRashida, and @RepBeatty as co-leads."
184,RepBeatty,2022-12-05T19:58:46.000Z,"RT @Ilhan: Today, our office sent a letter with @SenWarren to the heads of all U.S. banking regulators calling on them to improve banking a…"
185,RepBeatty,2022-12-05T19:58:06.000Z,"#OnThisDay in 1955, the Montgomery bus boycott began after the arrest of Rosa Parks. https://t.co/cta9qnhjOX"
186,RepBeatty,2022-12-04T21:02:00.000Z,"Happy Founders Day to the men of Alpha Phi Alpha (@apa1906NETwork). Congratulations on 117 years of brotherhood, scholarship, and service."
187,RepBeatty,2022-12-03T14:56:00.000Z,We shouldn’t deny borrowers access to student loan debt relief. #CancelStudentDebt
188,RepBeatty,2022-12-01T18:18:21.000Z,"Join me next Thursday, Dec. 9 to pay tribute in person. RSVP to
https://t.co/5SbmqGVQ0z
to claim your seat. https://t.co/T6b8Phi6XB"
189,RepBeatty,2022-12-01T18:18:20.000Z,"Today, we honor the legendary trailblazer, #RosaParks for her bravery to spark a movement that changed America for the better. Her leadership has inspired me and so many Americans – and countless others around the world – all these years later."
200,RepBera,2022-12-07T03:13:20.000Z,"RT @RepBera: Today, Congress awarded the Congressional Gold Medal to the U.S. Capitol Police and Metropolitan Police Department officers wh…"
201,RepBera,2022-12-06T21:38:38.000Z,"Flu cases are surging in California and across the country.

As a doctor, I encourage everyone to get their flu shot – it’s the single best way to protect yourself and your loved ones from the flu."
202,RepBera,2022-12-06T19:22:46.000Z,"Today, Congress awarded the Congressional Gold Medal to the U.S. Capitol Police and Metropolitan Police Department officers who bravely defended our Capitol during the January 6th insurrection.

We are forever grateful for their service and heroism."
203,RepBera,2022-12-06T17:47:59.000Z,"RT @theglobalfight: “I see this disease not as a member of Congress, but as a doctor... we can end #TB globally because we know how to do i…"
204,RepBera,2022-12-06T17:36:06.000Z,"RT @TBAlliance: Speaking on the historic End TB Now act, @RepBera says to applause that “we’ll be marking that up in the foreign affairs co…"
205,RepBera,2022-12-06T15:04:45.000Z,"ICYMI: $15.2 million in federal investments is coming to #SacramentoCounty to help improve our local health care services and to strengthen our region's ability to recruit and retain public health care workers.

https://t.co/RHrN9sIYTa"
206,RepBera,2022-12-06T00:28:36.000Z,"RT @HouseForeign: Wednesday, 10am ET

Chair @RepBera hosts ""Understanding and Addressing Challenges in the Mekong Region""

Witnesses:
- @St…"
207,RepBera,2022-12-05T21:01:42.000Z,"Great piece by @TheUSONetwork.

It's time for Congress to pass the Supporting Medicare Providers Act – a bipartisan and commonsense bill that will safeguard patients' access to the best possible care.

https://t.co/PqVZE2sr3D"
208,RepBera,2022-12-02T19:00:08.000Z,"November was another strong month for the American economy – 263,000 new jobs were created, wages are up, and unemployment is at a record low.

I’ll keep fighting for policies that continue our historic economic recovery and job growth, while bringing down costs for families."
209,RepBera,2022-12-02T17:57:56.000Z,"Applications are open for the @SacCountyCA small businesses and nonprofits grant program.

Made possible through the #AmericanRescuePlan, this funding will help #SacramentoCounty small businesses come back stronger from the pandemic.

Be sure to complete your application today!👇 https://t.co/gBsodMX9MD"
220,RepDonBeyer,2022-12-07T02:43:46.000Z,"RT @SpeakerPelosi: It was my honor today to present the Congressional Gold Medal to the heroes who defended the Capitol, the Congress and t…"
221,RepDonBeyer,2022-12-06T20:55:49.000Z,Donald Trump's family business is guilty of tax fraud https://t.co/arVgFIVNx4
222,RepDonBeyer,2022-12-06T20:30:48.000Z,"RT @HouseJudiciary: 🚨🚨🚨 BREAKING: The House has PASSED H.R. 7946, the Veteran Service Recognition Act. https://t.co/W5k3i7fzyO"
223,RepDonBeyer,2022-12-06T20:15:58.000Z,"RT @RepKinzinger: Today, we honored the @CapitolPolice &amp; @DCPoliceDept who bravely defended the Capitol on January 6 by awarding them the C…"
224,RepDonBeyer,2022-12-06T18:47:18.000Z,"RT @SenKaineTeam: After Virginia became the 38th and final state needed to ratify the Equal Rights Amendment in 2020, Sen. Kaine is urging…"
225,RepDonBeyer,2022-12-06T17:52:29.000Z,"House Republican leadership are now trying to say ""they didn't see the tweets"" rather than defend the United States Constitution from Donald Trump's demands that it be ""terminated"" https://t.co/Gae2RgnBPi"
226,RepDonBeyer,2022-12-06T17:27:39.000Z,RT @DaniellaMicaela: Gladys Sicknick tells me why she didn’t shake McCarthy/McConnell hands: “They’re just two-faced. I'm just tired of the…
227,RepDonBeyer,2022-12-06T17:26:42.000Z,"RT @HowardMortman: During Congressional Gold Medal ceremony for Jan. 6 police, representatives of those receiving awards shake hands with S…"
228,RepDonBeyer,2022-12-06T17:02:14.000Z,RT @MacFarlaneNews: FLASH:  Family of officer Brian Sicknick refuses to shake hands with Sen McConnell and Rep McCarthy at Congressional go…
229,RepDonBeyer,2022-12-06T16:56:42.000Z,RT @CapitolPolice: Thank you. https://t.co/R3jnYFXJvu
260,SanfordBishop,2022-12-02T15:38:36.000Z,"This week, I supported 4 bills to improve resources for America's veterans. I'm constantly hearing from vets about their evolving needs as our military has grown. These bills will improve and expand programs so that they better meet our veterans’ needs. https://t.co/o0mwPcZDr9"
261,SanfordBishop,2022-12-01T23:20:00.000Z,"Today, I joined @SecMartyWalsh &amp; several of my colleagues to welcome @DOLJobCorps students to Capitol Hill, including one of my constituents from Georgia. I'm a strong supporter of Job Corps &amp; will continue to advocate for this important program to ensure that it remains strong. https://t.co/BzcQTvEMRB"
262,SanfordBishop,2022-12-01T13:30:00.000Z,"Today, I supported legislation to avert a national rail shutdown and address employee sick leave. As we head into winter, the American people must be able to count on our railroads, which are vital arteries that connect people &amp; businesses with the goods &amp; products they need."
263,SanfordBishop,2022-11-29T23:00:00.000Z,"#NativeAmericanHeritageMonth is a time to appreciate the long history of our country’s indigenous peoples. GA’s 2nd District is rich with Native American history as it is home to the Lower Muskogee Creek Tribe, the Ocmulgee Mounds National Park &amp; the Kolomoki State Park."
264,SanfordBishop,2022-11-24T14:30:42.000Z,"Today, I'm thankful for our Service Members abroad. Thank you for your service and sacrifice. Happy Thanksgiving from the Bishops!"
265,SanfordBishop,2022-11-22T20:07:24.000Z,Have a question about food preparation and safety this Thanksgiving? USDA's Meat and Poultry Hotline is here to help! https://t.co/dkHTJGXkkV
266,SanfordBishop,2022-11-21T21:08:59.000Z,The Federal Advisory Committee for Urban Ag &amp; Innovative Production is holding its final virtual meeting of the year for the public on November 29th from 3:00-5:00pm ET. Visit the link below to register and learn more. https://t.co/s9KvvSWqpG
267,SanfordBishop,2022-11-18T17:32:55.000Z,"Yesterday, the House of Representatives voted to name the Department of Veterans Affairs medical center in Atlanta after the late former Senator Max Cleland. The bill was passed by a vote of 359-62 and now heads to the President for his signature. https://t.co/hhxeUOwvjd"
268,SanfordBishop,2022-11-17T21:52:15.000Z,"Today, the House passed S. 4359, a bill to name the Department of Veterans Affairs regional office in Atlanta after the late U.S. Senator, Johnny Isakson. The bill passed 418-2 and now goes to the President for his signature. https://t.co/W8NgFjc62E"
269,SanfordBishop,2022-11-16T23:46:08.000Z,"My wife, Vivian, and I extend our sincere condolences to his wife, Sheree, his children, his extended family, and all those who mourn his loss"
280,repblumenauer,2022-11-21T21:29:48.000Z,RT @OregonGovBrown: No one deserves to be saddled with the impacts of a simple possession of marijuana conviction—a crime that is no longer…
281,repblumenauer,2022-11-04T22:10:52.000Z,"BREAKING: For someone who wants to lead all of Oregon @christinedrazan fails the test miserably by saying that people from the state’s two largest metro areas aren’t “Oregonians"". Wrong person with the wrong message at the wrong time! Vote @tinakotek https://t.co/FfozD3qvMT"
282,repblumenauer,2022-10-06T19:34:21.000Z,"This is a vital step forward for ending the failed war on drugs that too often targeted people of color, especially Black and Latino men. While this announcement is welcome and long overdue, it is the first step of many that this Administration should take. https://t.co/afodFj4uOV"
283,repblumenauer,2022-09-09T02:12:06.000Z,https://t.co/FFjm4LYzaA
284,repblumenauer,2022-08-12T21:36:43.000Z,https://t.co/HUP3FK2E6n
285,repblumenauer,2022-08-08T14:30:14.000Z,"After waiting for months, my clean energy provisions have finally passed the Senate and are headed back to the House. While not exactly what we planned, it’s the largest investment in clean energy ever!  

I am eager to vote to vote for it and send it to @POTUS to sign into law."
286,repblumenauer,2022-06-24T14:33:35.000Z,https://t.co/H2iZ6GbNZL
287,repblumenauer,2022-06-15T20:06:11.000Z,Today the Ways &amp; Means Committee heard powerful testimony from women on how they struggle without paid leave &amp; affordable childcare. We cannot have a strong economy without supporting our families. Our community knew this when we enacted universal preschool; now Congress must act
288,repblumenauer,2022-05-18T03:18:12.000Z,Thank you @ORDems voters for choosing me as your 3rd CD Democratic nominee for another term. I’m working hard between now and the general election to make our progressive voices heard and hold the House &amp; Senate. It'll take all of us. Let's do this together!
289,repblumenauer,2022-05-18T00:05:14.000Z,There’s just a few hours to get your ballot in. Sign the back &amp; take it to any county elections office in OR or Official Ballot Drop Site location by 8 p.m. EVERY VOTE COUNTS! #vote #orpol
290,RepLBR,2022-12-06T22:59:01.000Z,"Attention students! 🚨

Applications for internships in my offices for winter &amp; spring 2023 are due this Saturday, December 10th! 

For more information on how to apply, visit my website at https://t.co/SnJRhYnWB3. https://t.co/WlE9v1vLKw"
291,RepLBR,2022-12-06T20:41:06.000Z,"Delaware is home to a vibrant Haitian community so I applaud today's actions from @POTUS and @SecMayorkas to expand temporary protected status and add new special protections for Haitian migrants in Delaware and across the country.

https://t.co/NVMw3XfABf"
292,RepLBR,2022-12-06T18:25:58.000Z,❤️ https://t.co/AQLErPySEY
293,RepLBR,2022-12-06T18:00:02.000Z,"Today is the 157th anniversary of the ratification of the 13th amendment.

Yet slavery is still able to be used as punishment for a crime. That’s why I’m supporting @RepNikema &amp; @SenJeffMerkley’s Abolition Amendment to end the 13th amendment's 'exception clause' once &amp; for all."
294,RepLBR,2022-12-06T16:28:38.000Z,Humbled &amp; honored to be at the Congressional Gold Medal Ceremony this morning to recognize the heroic actions of @CapitolPolice and those who protected all of us at the Capitol on January 6th with Congress' highest civilian honor. https://t.co/l8WCJz3cFy
295,RepLBR,2022-12-06T16:04:01.000Z,"RT @SpeakerPelosi: Join me as we award the Congressional Gold Medal ceremony to @CapitolPolice, @DCPoliceDept &amp; the heroes of January 6th.…"
296,RepLBR,2022-12-05T19:14:05.000Z,"#OTD in 1955, the Montgomery Bus Boycott began.

Let us use today to remember that group of courageous individuals who stood up against racial injustice in America, and let us emulate their conviction in our continued fight for racial equity throughout our country. https://t.co/NEhF6mUQnY"
297,RepLBR,2022-12-03T19:39:32.000Z,"Today, we celebrated the homecoming of the @DEArmyGuard’s 201st Engineer Firefighting Team from their mission in Romania and Bulgaria where they represented not only our state, but the courage and character of America. 

To the 201st — thank you for your service and welcome home. https://t.co/YJW473EKIz"
298,RepLBR,2022-12-02T21:04:37.000Z,"I love seeing Delawareans when they visit our nation's Capitol for the very first time – like today!

Thank you to the future leaders from @jobsdegrads, an organization that helps young people in Delaware prepare for the workforce, for letting me tag along on your first visit! https://t.co/OrY3vEbA8w"
299,RepLBR,2022-12-01T20:57:17.000Z,Grateful for the opportunity to meet with Mrs. Sandra Smithers of the New Castle Prevention Coalition and Miss Dora Williams of the Delaware Concerned Residents for Environmental Justice today - two of Delaware's most dedicated community advocates. https://t.co/4v4uUPbHBQ
310,RepBonamici,2022-12-07T00:02:27.000Z,"The officers who defended the Capitol and our democracy on January 6 are heroes, and I am grateful for them and their bravery. Today we honored them with the Congressional Gold Medal. Our county owes them our deepest gratitude and respect. https://t.co/ZVX2yQJAzM"
311,RepBonamici,2022-12-06T21:53:05.000Z,"RT @RepMarkTakano: Today, the House passed the #VeteranServiceRecognitionAct, which creates a pathway to recognize the service of our immig…"
312,RepBonamici,2022-12-06T21:27:06.000Z,My Build Housing with Care Act would provide $500 million to help construct child care centers and support home-based child care providers connected with affordable housing buildings. https://t.co/Syguczu1bj
313,RepBonamici,2022-12-06T21:27:06.000Z,The current lack of affordable child care and housing imposes a large financial burden on families and limits the potential of our economy. We can take a step toward addressing both issues by co-locating child care with affordable housing developments.
314,RepBonamici,2022-12-06T18:23:27.000Z,RT @ClimateCrisis: LIVE NOW: We're holding a hearing to examine key congressional accomplishments to address the climate crisis and invest…
315,RepBonamici,2022-12-06T18:04:20.000Z,RT @ClimateCrisis: TODAY @ 1:15PM: We're holding a hearing to examine key congressional accomplishments to address the climate crisis and i…
316,RepBonamici,2022-12-06T17:59:34.000Z,RT @WhiteHouse: Over 15 million households are receiving lower cost or free high-speed internet through President Biden’s Affordable Connec…
317,RepBonamici,2022-12-06T16:59:26.000Z,RT @Liifund: Black &amp; Latino families often face the most acute challenges from high housing &amp; child care costs. The Build Housing with Care…
318,RepBonamici,2022-12-06T01:04:24.000Z,"We must continue to build on the legacy of these civil rights pioneers, and work for a world with true equality and justice for all."
319,RepBonamici,2022-12-06T01:04:23.000Z,"It’s the anniversary of the Montgomery Bus Boycott. The boycott was part of a years-long strategy to end segregation on public transportation, and an important step toward ending racial segregation in our country.
 https://t.co/7x1yriUAPg"
