Word,Count
accomplishment,5
expand,5
hand,5
hugo,5
heart,5
permit,5
advocate,5
su,5
steal,5
hard,5
peopleoverpolitic,5
yemen,5
submit,5
abortion,5
jordan,5
set,5
month,5
para,5
abuse,5
hill,5
claim,5
city,5
seat,5
plastic,5
datum,5
saturday,5
eastern,4
accountable,4
up,4
active,4
past,4
unprecedented,4
patient,4
far,4
avert,4
experience,4
awareness,4
sex,4
international,4
economic,4
pause,4
fall,4
interest,4
question,4
freedom,4
twitter,4
pediatric,4
assistant,4
equipment,4
shutdown,4
panel,4
congratulate,4
shipping,4
park,4
parent,4
few,4
parade,4
prevent,4
all,4
ever,4
amy,4
package,4
amazing,4
premium,4
figure,4
already,4
voting,4
lgbtq,4
agreement,4
adams,4
congressman,4
propose,4
pleased,4
exception,4
financial,4
lighting,4
lift,4
con,4
share,4
flores,4
applaud,4
vice,4
employee,4
focus,4
florida,4
agree,4
lieu,4
enough,4
mail,4
ban,4
rosa,4
cyber,4
guilty,4
icymi,4
supreme,4
central,4
metropolitan,4
ground,4
mention,4
illinois,4
t,4
table,4
case,4
tune,4
grant,4
night,4
ted,4
nj,4
terminate,4
demand,4
c,4
signature,4
role,4
military,4
budget,4
street,4
navy,4
scotus,4
montgomery,4
contribution,4
homeishere,4
momnibus,4
co,4
honorable,4
miss,4
ndaa,4
click,4
clear,4
sadden,4
class,4
hour,4
million,4
stay,4
hoyer,4
steadfast,4
run,4
chemical,4
testing,4
decision,4
november,4
m,4
maine,4
offer,4
mayor,4
infant,4
release,4
be,4
mccarthy,4
dirtydeal,4
naturalization,4
heed,4
glad,4
tool,4
record,4
trust,4
randy,4
mceachin,4
briefing,4
internship,3
horrific,3
kansas,3
inflationreductionact,3
nationwide,3
oil,3
ohio,3
fear,3
passed,3
once,3
farm,3
game,3
kid,3
país,3
monthly,3
loved,3
music,3
freight,3
happen,3
nazi,3
kelly,3
latino,3
only,3
mob,3
han,3
loss,3
history,3
otd,3
general,3
museum,3
lee,3
obtain,3
increase,3
meeting,3
movement,3
pacific,3
limb,3
income,3
global,3
medicaid,3
governor,3
flood,3
inclusion,3
force,3
football,3
owner,3
medals,3
gov,3
jewish,3
news,3
getcovered,3
middle,3
parks,3
industry,3
individual,3
math,3
neighbor,3
nepa,3
nevada,3
may,3
outcome,3
michelle,3
mexico,3
involuntary,3
fill,3
final,3
neverforget,3
iowa,3
hate,3
zoom,3
peace,3
deal,3
try,3
true,3
delegation,3
research,3
resolution,3
december,3
beautiful,3
decade,3
transportation,3
ranking,3
tps,3
top,3
rsvp,3
current,3
cup,3
black,3
ct,3
covid,3
tsmc,3
dems,3
reminder,3
remark,3
ratify,3
assistance,3
ready,3
urge,3
recent,3
recently,3
dignity,3
upper,3
difficult,3
redesignate,3
diego,3
reflect,3
average,3
region,3
reis,3
away,3
designate,3
courage,3
boil,3
tld,3
sit,3
card,3
teacher,3
color,3
college,3
social,3
society,3
coast,3
speech,3
success,3
champion,3
subcommittee,3
springs,3
chris,3
choose,3
subcmte,3
status,3
chisholm,3
cap,3
cancer,3
cosponsor,3
silence,3
secretary,3
seek,3
tireless,3
boyle,3
brady,3
servitude,3
conservation,3
connecticut,3
thousand,3
bravely,3
shake,3
bureau,3
termination,3
temporary,3
shop,3
concern,3
percent,3
ratification,3
ukrainian,3
assembly,3
ally,3
epidemic,3
epa,3
environment,3
dollar,3
enrollment,3
enhance,3
voter,3
anti,3
endorse,3
priority,3
privacy,3
privilege,3
process,3
alyssa,3
african,3
esparza,3
essential,3
poverty,3
wife,3
event,3
women,3
accessible,3
except,3
play,3
excuse,3
pharma,3
youth,3
explicitly,3
ability,3
expose,3
abigail,3
violent,3
walorski,3
victory,3
ashlee,3
victim,3
prove,3
dreamers,3
effective,3
artist,3
drug,3
antisemite,3
doubt,3
van,2
wonderful,2
latin,2
whole,2
tb,2
varun,2
valor,2
worldaidsday,2
tech,2
working,2
upload,2
uniform,2
medication,2
telehealth,2
mena,2
windfall,2
telework,2
tentative,2
william,2
worried,2
lunch,2
yesterday,2
vallejo,2
uscis,2
user,2
usps,2
mike,2
migratory,2
language,2
submarine,2
large,2
mid,2
young,2
supporter,2
supremacist,2
surprised,2
merecen,2
swiftly,2
llamado,2
sympathizer,2
task,2
mean,2
thankful,2
website,2
there,2
verdict,2
strongly,2
library,2
visitor,2
touch,2
tour,2
tyler,2
trade,2
louis,2
view,2
travel,2
tremendous,2
level,2
visited,2
trial,2
majority,2
lewiston,2
tribal,2
trujillo,2
tribe,2
maga,2
ma,2
ultimate,2
tolerate,2
wages,2
leg,2
tribunal,2
undersea,2
webinar,2
mcconnell,2
weapon,2
threaten,2
warfare,2
thrive,2
walt,2
throw,2
wait,2
thursday,2
ticket,2
legal,2
undermine,2
veteranos,2
maspeth,2
unacceptable,2
maryland,2
wall,2
militare,2
sicknick,2
streetcar,2
milk,2
oppose,2
option,2
orange,2
orleans,2
putin,2
purchase,2
proyecto,2
otp,2
prosecutor,2
proposal,2
outrageous,2
prohibit,2
progressive,2
oversight,2
progress,2
quedarse,2
quincy,2
race,2
regardless,2
nuestra,2
remind,2
number,2
reliable,2
registration,2
krish,2
reentry,2
racial,2
oha,2
recovery,2
really,2
reach,2
online,2
raise,2
overwhelmingly,2
producer,2
own,2
point,2
polling,2
poll,2
partisan,2
partner,2
partnership,2
poland,2
paso,2
possible,2
pirate,2
physicist,2
path,2
pete,2
person,2
permanent,2
positively,2
potentially,2
prioritize,2
pajaro,2
prince,2
previously,2
pact,2
padawarenessmonth,2
presidency,2
padres,2
pregnant,2
power,2
predatory,2
palestinian,2
pray,2
pandemic,2
practice,2
powerofone,2
rendir,2
repayment,2
replacement,2
shoreline,2
skyrocket,2
skin,2
skill,2
mortgage,2
simply,2
silent,2
mp,2
moore,2
mta,2
shivam,2
shivali,2
shirley,2
shelter,2
sheila,2
moral,2
smith,2
nadie,2
sponsor,2
minds,2
minnesotans,2
statue,2
spring,2
spread,2
minute,2
speed,2
sofia,2
mn,2
sound,2
mobile,2
moment,2
soon,2
solution,2
shadow,2
session,2
notice,2
resiliency,2
rights,2
richard,2
retiree,2
restore,2
respond,2
resources,2
no,2
robust,2
non,2
noncitizen,2
reporter,2
report,2
replay,2
northwest,2
river,2
rochester,2
name,2
native,2
services,2
september,2
sentimental,2
sense,2
senado,2
segregation,2
schulz,2
roe,2
schooler,2
scholarship,2
sba,2
sacramentocounty,2
rules,2
rolando,2
l,2
koch,2
dorothy,2
atlanta,2
hit,2
highest,2
condemn,2
dream,2
australia,2
heroism,2
comunidad,2
helm,2
heel,2
competition,2
compensation,2
healthcare,2
hawaii,2
common,2
b,2
background,2
bad,2
east,2
eat,2
ecosystem,2
groundbreaking,2
ed,2
edge,2
commemorate,2
grandfather,2
bay,2
bed,2
attorney,2
hollywood,2
importantly,2
donor,2
impeachment,2
diagnosis,2
antisemitic,2
image,2
appear,2
il,2
application,2
appreciate,2
appropriations,2
conspiracy,2
direction,2
dirty,2
armenia,2
humble,2
discussion,2
human,2
army,2
hoy,2
houston,2
article,2
household,2
diverse,2
diversity,2
homeowner,2
division,2
documentation,2
confirm,2
elmet,2
gop,2
below,2
gobble,2
está,2
et,2
ethic,2
firefighter,2
ca,2
clause,2
clark,2
caesar,2
civil,2
evidence,2
feel,2
cannon,2
feed,2
capacity,2
citadel,2
cargo,2
choc,2
chips,2
cbc,2
cheese,2
families,2
fail,2
fact,2
extreme,2
extra,2
chance,2
expert,2
building,2
este,2
fogel,2
friday,2
cold,2
bestow,2
encima,2
encourage,2
generation,2
gender,2
bidenboom,2
gary,2
blessing,2
g,2
bob,2
clyburn,2
clothing,2
brief,2
booster,2
francis,2
border,2
bottom,2
fourth,2
bragg,2
formula,2
clemente,2
equitable,2
forgiveness,2
break,2
brendan,2
implement,2
challenges,2
improvement,2
info,2
dedication,2
iowanoftheweek,2
courageous,2
in,2
affairs,2
countless,2
deeply,2
interracial,2
interested,2
afford,2
deharde,2
insurrectionist,2
insurrection,2
delighted,2
insurance,2
insulin,2
correction,2
instead,2
denounce,2
corps,2
agenda,2
inspire,2
aggression,2
injustice,2
ahead,2
adopt,2
crack,2
creation,2
deadly,2
kolbe,2
d,2
kit,2
king,2
kimchi,2
kim,2
kevin,2
kamlager,2
cuentas,2
academic,2
academy,2
juana,2
jackson,2
dear,2
account,2
creativity,2
death,2
achieve,2
deber,2
joe,2
achievement,2
jews,2
acknowledge,2
jail,2
dermai,2
investigation,2
kratochvil,2
continued,2
detection,2
allocate,2
desk,2
alpha,2
conversation,2
indo,2
desire,2
incredibly,2
allowance,2
indigenous,2
alarm,2
devastate,2
conviction,2
incredible,2
contact,2
indiana,2
indian,2
aisle,2
rx,1
serious,1
credentialed,1
staglin,1
climateac,1
ryan,1
series,1
select,1
servant,1
saddle,1
spirit,1
sadly,1
stain,1
russia,1
standard,1
sacred,1
consideration,1
self,1
creative,1
consistent,1
clearly,1
semiconductor,1
spur,1
cliff,1
controversial,1
rush,1
cleaner,1
square,1
sta,1
constant,1
spotifywrapped,1
stability,1
stacey,1
squander,1
runoff,1
citizen,1
study,1
cheer,1
cheat,1
stress,1
stride,1
cheap,1
chat,1
charge,1
senseless,1
stunning,1
crucial,1
chapel,1
chaos,1
construction,1
currently,1
consumer,1
champions,1
challenging,1
subpoena,1
cure,1
straw,1
rudy,1
strategic,1
constantly,1
consider,1
ctc,1
separate,1
chrissy,1
control,1
choice,1
culture,1
chipsact,1
constitutional,1
steinglass,1
chip,1
chinese,1
stockton,1
stonewall,1
children,1
chief,1
spend,1
speakership,1
clinton,1
count,1
science,1
communication,1
commonsense,1
convict,1
simple,1
committed,1
sing,1
council,1
single,1
commend,1
sisters,1
congressionalappchallenge,1
shameful,1
commissioner,1
conman,1
comment,1
connected,1
sf,1
compare,1
compassionate,1
scientific,1
sibling,1
congestiontax,1
confidential,1
convienent,1
core,1
conference,1
shock,1
second,1
shockingly,1
shield,1
corner,1
congrat,1
concerned,1
corporate,1
shot,1
complete,1
shelf,1
congratulations,1
connectivity,1
colors,1
clock,1
coverage,1
codify,1
sometimes,1
coat,1
sargento,1
sanction,1
coalescing,1
conversat,1
cms,1
southern,1
slim,1
sovereignty,1
sample,1
span,1
cm,1
cpc,1
subsidy,1
salinas,1
sale,1
solace,1
cover,1
saudi,1
consequential,1
collect,1
counter,1
several,1
smallbusinesssaturday,1
smart,1
collaboration,1
consequence,1
snapper,1
sneak,1
couple,1
collaborate,1
soar,1
colette,1
socialize,1
savethesewater,1
socioeconomic,1
colchester,1
kurtz,1
bright,1
sugar,1
angie,1
arabia,1
vertigo,1
appreciation,1
applications,1
veteransday,1
veteranse,1
vibrant,1
apart,1
anuncio,1
vile,1
violation,1
announced,1
americadreamandpromise,1
argument,1
vision,1
ambush,1
alter,1
vital,1
vitality,1
vocal,1
along,1
alone,1
allyship,1
w,1
allison,1
alive,1
vehicle,1
variant,1
summer,1
usability,1
uno,1
auditorium,1
unwavering,1
attention,1
upmost,1
atf,1
urban,1
at,1
urgency,1
urgent,1
asthma,1
usa,1
assessment,1
value,1
assault,1
aspiring,1
ask,1
ustedes,1
utmost,1
uu,1
v,1
asian,1
asean,1
validation,1
arrest,1
valuable,1
wales,1
ajc,1
air,1
accessibility,1
addition,1
winner,1
addiction,1
adam,1
witness,1
actor,1
word,1
accountability,1
workfam,1
workforce,1
accord,1
accompany,1
wrap,1
ai,1
write,1
wrobel,1
acceptable,1
xi,1
yay,1
yeats,1
aca,1
absolutely,1
yiannas,1
york,1
about,1
abolish,1
additional,1
williams,1
admission,1
will,1
warnock,1
warren,1
warrior,1
wastewater,1
agent,1
age,1
ways,1
wazzu,1
we,1
afternoon,1
weather,1
web,1
aftermath,1
webpage,1
affirmation,1
affected,1
affect,1
welfare,1
western,1
wh,1
whip,1
whipping,1
advo,1
advisor,1
wic,1
unnecessary,1
unjust,1
unite,1
brutal,1
carbon,1
camp,1
california,1
calibrate,1
tennesseans,1
cada,1
tenure,1
term,1
butler,1
burial,1
testify,1
testimony,1
tha,1
ticketmaster,1
brother,1
rotunda,1
thaw,1
the,1
theory,1
breakfast,1
third,1
tho,1
brazen,1
brain,1
threat,1
bradybill,1
career,1
taylor,1
taxpayer,1
carolina,1
sunday,1
superb,1
supply,1
chairs,1
chain,1
certain,1
ceo,1
century,1
surge,1
cdc,1
sustainable,1
swear,1
swift,1
cbp,1
sylling,1
symbol,1
cato,1
catholic,1
catch,1
catastrophe,1
castor,1
talking,1
cast,1
taste,1
tawni,1
borrower,1
tide,1
union,1
turnout,1
tribute,1
basins,1
basin,1
truly,1
barrier,1
bar,1
banking,1
bank,1
tuesday,1
bandmate,1
turkey,1
baldwin,1
aérea,1
timely,1
azerbaijan,1
una,1
ayudé,1
unanimous,1
await,1
avery,1
understand,1
undocumented,1
undue,1
unexpectedly,1
unfair,1
automatic,1
battle,1
beacon,1
bear,1
beckon,1
bonnett,1
tis,1
title,1
bonifati,1
bold,1
toledo,1
blow,1
blood,1
billion,1
bicycles,1
bicameral,1
bi,1
beth,1
towering,1
town,1
track,1
bennett,1
traditional,1
tragedy,1
transition,1
transitional,1
bellevue,1
traveler,1
being,1
before,1
roundtable,1
deserved,1
customer,1
nominate,1
healthy,1
nancy,1
headquarters,1
harris,1
harper,1
nature,1
navigate,1
harm,1
handgun,1
nc,1
hall,1
half,1
necessary,1
habla,1
guidance,1
guest,1
growth,1
nevadan,1
nevadans,1
groundbreake,1
green,1
newprofilepic,1
greed,1
newsom,1
gray,1
nh,1
gran,1
heartfelt,1
heat,1
murphy,1
monolith,1
mission,1
mitigate,1
mix,1
honolulu,1
honesty,1
model,1
modern,1
homelessness,1
momentum,1
homeland,1
monday,1
money,1
holy,1
murderous,1
hodges,1
hivteste,1
hivcare,1
hitler,1
mortality,1
historical,1
higher,1
motor,1
mourn,1
hi,1
heroically,1
heroe,1
graceful,1
grace,1
cut,1
govotetn,1
frank,1
opposition,1
optimism,1
optional,1
france,1
oregon,1
oregonians,1
orgullo,1
fought,1
orlice,1
formal,1
form,1
out,1
forge,1
outstanding,1
overdose,1
overdue,1
food,1
overturn,1
overwhelming,1
folk,1
flush,1
flower,1
p,1
flee,1
pac,1
flank,1
fri,1
operation,1
operate,1
offering,1
normal,1
north,1
gouging,1
noticia,1
god,1
globally,1
giuliani,1
nyer,1
oath,1
gift,1
ocean,1
ghost,1
gerry,1
opening,1
georgian,1
official,1
officially,1
oficiales,1
ohana,1
garen,1
old,1
gang,1
fund,1
fuerza,1
onthisday,1
frontline,1
honorably,1
miserably,1
honors,1
minnesota,1
israel,1
islands,1
like,1
lillian,1
island,1
line,1
lip,1
little,1
irish,1
iraq,1
lobster,1
lobsterman,1
involve,1
invite,1
invasion,1
loophole,1
loose,1
interruption,1
interfaith,1
loud,1
integrity,1
lovely,1
loyal,1
luck,1
institution,1
lyric,1
instance,1
lifeline,1
issues,1
jackie,1
juan,1
ab,1
lago,1
later,1
kickoff,1
kennedy,1
lawmaker,1
lay,1
kaine,1
jury,1
june,1
judge,1
least,1
ju,1
jaime,1
legacy,1
joyous,1
joyful,1
joshua,1
legislator,1
legislature,1
lejeune,1
lenie,1
less,1
jose,1
jinping,1
jew,1
madre,1
instability,1
magnitude,1
michael,1
impactful,1
immig,1
membership,1
memory,1
illustrate,1
illegal,1
mentor,1
message,1
messaging,1
metro,1
iija,1
iii,1
ii,1
imperative,1
ignore,1
microchip,1
id,1
ice,1
midterm,1
hyundai,1
husband,1
mil,1
huge,1
https,1
mineral,1
minimized,1
meek,1
measure,1
inspiring,1
mark,1
mainers,1
innovative,1
initiative,1
management,1
informed,1
manner,1
informational,1
influence,1
mar,1
march,1
margin,1
marijuana,1
marker,1
meanwhile,1
markup,1
inequity,1
marylander,1
mass,1
matt,1
matter,1
maximum,1
independent,1
inclusive,1
incite,1
incarceration,1
means,1
fix,1
fish,1
fiscal,1
profoundly,1
downtown,1
raab,1
down,1
donate,1
railway,1
dole,1
rank,1
raphael,1
rate,1
re,1
distribute,1
distinguished,1
disparity,1
reaffirm,1
disparate,1
reality,1
disgrace,1
rebuild,1
disclosure,1
disastrous,1
dire,1
recommit,1
dim,1
digital,1
rectify,1
red,1
difference,1
dozen,1
dramatically,1
drinking,1
provider,1
eliminate,1
elevate,1
ej,1
effectively,1
effect,1
properly,1
proportion,1
ee,1
edward,1
protectdaca,1
protest,1
earthquake,1
provision,1
quake,1
earth,1
pt,1
earn,1
publichealth,1
puerto,1
pump,1
eagleact,1
eager,1
purple,1
día,1
dylan,1
due,1
dienda,1
die,1
di,1
retirement,1
resilient,1
resist,1
dedicated,1
resolve,1
resound,1
dedicate,1
decorate,1
decide,1
deceptive,1
decency,1
respondieron,1
deceit,1
dearly,1
resident,1
review,1
revitalize,1
rico,1
dealmaker,1
deafen,1
deadline,1
daughter,1
roadmap,1
robinson,1
dark,1
dancer,1
damon,1
residential,1
deep,1
devin,1
deputy,1
refuse,1
device,1
development,1
deuda,1
regulate,1
regulator,1
detail,1
reiterate,1
reject,1
relations,1
deserving,1
rely,1
dept,1
rescue,1
deported,1
deny,1
renewable,1
renovation,1
demonic,1
demographic,1
democrat,1
deluzio,1
reporting,1
defraud,1
request,1
require,1
else,1
profits,1
paid,1
emerge,1
familiar,1
faith,1
payment,1
fairness,1
pbs,1
peep,1
facility,1
peopleabovepolitic,1
extraordinary,1
performance,1
perilous,1
period,1
extension,1
express,1
permitting,1
persistence,1
exploitation,1
perspective,1
explain,1
expense,1
phenomenal,1
philadelphian,1
phoenix,1
photo,1
physician,1
expect,1
pipeline,1
patriotic,1
fancy,1
faq,1
fdr,1
finally,1
filing,1
fighting,1
fifth,1
fierce,1
fi,1
feuerhelm,1
felon,1
parliament,1
participant,1
participate,1
particularly,1
fcc,1
pathology,1
fbi,1
faucet,1
fatídico,1
pasoan,1
fateful,1
passage,1
fast,1
farmworkers,1
passion,1
passionate,1
farmer,1
farewell,1
expansión,1
expansion,1
exile,1
prevalent,1
era,1
precisely,1
equal,1
epstein,1
entrepreneur,1
prepare,1
prescribe,1
entire,1
enter,1
enjoy,1
press,1
prestigious,1
engagement,1
powers,1
enforce,1
endure,1
endtheexception,1
prin,1
endorsements,1
endanger,1
encourgage,1
prison,1
employment,1
produce,1
empathy,1
production,1
es,1
ese,1
exempt,1
polis,1
platform,1
exciting,1
excite,1
excellent,1
pledge,1
pm,1
pocket,1
example,1
exactly,1
evolve,1
policing,1
evie,1
political,1
powerful,1
politician,1
politicking,1
everywhere,1
populist,1
even,1
porac,1
porter,1
position,1
possession,1
potus,1
estamos,1
especially,1
a,1
