,handle,created_at,tweet_text
1382,RepGallagher,2022-12-06T22:20:35.000Z,"RT @RepTiffany: My message to @GovEvers: Protect the people of Wisconsin and ban TikTok on all state devices.

If you don’t, you are knowin…"
1383,RepGallagher,2022-12-06T22:05:52.000Z,RT @AThornebrooke: The Biden administration's effort to increase solar energy is increasing US dependence on China and likely worsening hum…
1384,RepGallagher,2022-12-06T22:03:31.000Z,Read his full statement here: https://t.co/0Kdw11x0Vg
1385,RepGallagher,2022-12-06T22:03:30.000Z,"Rep. Gallagher on reports that hackers tied to the CCP stole millions in US pandemic benefits: ""We must properly investigate the theft of COVID benefits, which experts are calling the largest case of fraud carried out against the US in American history.""
https://t.co/IQWqtWoqBR"
1386,RepGallagher,2022-12-06T22:02:20.000Z,RT @NRO: .@RepGallagher warned the LinkedIn CEO that US-designated Chinese military companies are using the career-networking platform as a…
1387,RepGallagher,2022-12-06T21:56:39.000Z,"RT @RepBryanSteil: TikTok presents clear national security risks. To protect Wisconsin’s government data and our personal data, we should n…"
1388,RepGallagher,2022-12-06T17:46:44.000Z,"RT @EmpowerWi: @RepGallagher says it's long past time for congress to investigate China’s apparent role in the theft of U.S. COVID aid. 

A…"
1389,RepGallagher,2022-12-06T16:34:23.000Z,RT @SenRubioPress: Sen. Rubio and @RepGallagher sent a letter @CBPTroyMiller and @SecMayorkas expressing concern that solar subsidies inclu…
1410,RepGarbarino,2022-12-06T18:46:12.000Z,"RT @HomelandGOP: We are forever grateful for the bravery, dedication, and courage of our Capitol Police officers who every day protect the…"
1411,RepGarbarino,2022-11-29T21:12:24.000Z,RT @HouseGOP: USA!!!!🇺🇸🇺🇸🇺🇸🇺🇸
1412,RepGarbarino,2022-11-29T19:43:01.000Z,🇺🇸🇺🇸🇺🇸 https://t.co/gWFzMbFX2E
1413,RepGarbarino,2022-11-28T17:31:49.000Z,"Don't forget to #SupportSmallBiz today! 

Small businesses are the backbone of our local economy. By shopping small, you are giving back to our community and promoting economic growth in #NY02. https://t.co/GluEqf4oKi"
1414,RepGarbarino,2022-11-28T16:46:49.000Z,RT @DHSgov: A #CyberMonday reminder from @ReadyGov ⬇️
1415,RepGarbarino,2022-11-28T16:46:40.000Z,"RT @CISAgov: Make sure your info is encrypted while you shop today! 
🔎Check your browser’s location bar. The website should begin with ""htt…"
1416,RepGarbarino,2022-11-28T16:46:27.000Z,"RT @CBP: Here is a reminder on #CyberMonday:

▪️Purchase goods from reputable retailers
▪️Check seller &amp; product reviews 
▪️Verify the sell…"
1417,RepGarbarino,2022-11-28T16:45:46.000Z,"It's #CyberMonday so be sure to protect yourself and your personal information online as you shop.🔒🔗 

Check out these helpful tips ⬇️⬇️⬇️

https://t.co/SPBuSqn1YR"
1418,RepGarbarino,2022-11-24T19:17:20.000Z,Happy Thanksgiving from my family to yours! 🦃 https://t.co/Cf0yefMQuG
1419,RepGarbarino,2022-11-21T17:11:31.000Z,⬇️⬇️⬇️ https://t.co/U1gzBcDbDi
1430,RepMikeGarcia,2022-12-06T21:12:22.000Z,It’s time to put our servicemembers first again.
1431,RepMikeGarcia,2022-12-06T21:12:22.000Z,"Military base pay is also far beneath what it should be (with 23,000 servicemembers currently on food stamps). Quality of life issues for servicemembers, their families and spouses are also driving many to want to leave the military earlier than planned, or not join at all."
1432,RepMikeGarcia,2022-12-06T21:12:22.000Z,The vaccine mandate in the military has to go. Its negative impact on recruitment and retention is threatening our collective security. But it’s just the tip of the iceberg causing this issue… https://t.co/6L2xUUD2vy
1433,RepMikeGarcia,2022-12-05T00:24:37.000Z,"Thankful for the opportunity to address the @RonaldReagan National Defense forum on Friday night. The discussions at this event will help us address the threat of the CCP and our recruiting &amp; retention shortfalls.

Thanks to @ChairmanMcKeon for starting this event in 2013."
1434,RepMikeGarcia,2022-12-04T19:52:00.000Z,"In the new House majority, we will secure the border. The Administration’s failed border policies are a threat to every community and they will be ended in the House in January."
1435,RepMikeGarcia,2022-12-03T20:42:00.000Z,I joined the City of Santa Clarita in Old Town Newhall for the annual tradition of lighting up Main Street. I enjoyed talking with constituents and being there for the start of the holidays! https://t.co/EsXSlQdD8T
1436,RepMikeGarcia,2022-12-03T16:25:00.000Z,"The CCP is flexing its muscle as it continues to combat nationwide protests taking place in response to the nation’s ‘Zero COVID’ policy. If the CCP is willing to do this to its own people, imagine what they’d be willing to do to us. https://t.co/gRwHZIJynE"
1437,RepMikeGarcia,2022-12-02T23:30:00.000Z,"Today in Palmdale, @NorthropGrumman will be unveiling the B-21 Raider, America’s newest strategic bomber in over 30 years. This huge advancement in aircraft technology will play a vital role in our national security.
https://t.co/mOqilHtAHX"
1438,RepMikeGarcia,2022-12-02T20:05:00.000Z,"Last week, I met with the Tataviam Tribe leadership to discuss their work to expand services to members of their tribe and the community. Together, we will work to preserve our wild lands and honor our heritage. https://t.co/0GGApHjoMy"
1439,RepMikeGarcia,2022-12-02T15:24:54.000Z,"The military faces record-low recruitment &amp; retention rates &amp; the COVID vaccine mandate is aggravating that. @POTUS &amp; @SecDef must reinstate all personnel who didn’t take the vaccine, w/ backpay for lost wages/benefits, or be given the option of receiving an honorable discharge. https://t.co/Cuon63sjLI"
1450,RepBobGibbs,2022-11-18T14:34:35.000Z,Ohio can help lead the United States back to energy independence. The Buckeye State has incredible resources and committed partners to make that happen while also protecting the environment. https://t.co/319xHHykW3
1451,RepBobGibbs,2022-10-24T12:47:15.000Z,"There were warning signs from day one. Concerned parents &amp; officials who wouldn't bend the knee to teachers unions spoke up. Democrats, career bureaucrats, &amp; the media ignored or mocked these concerns to placate teachers unions. They must be held accountable. https://t.co/OJ5EndVl4e"
1452,RepBobGibbs,2022-10-13T16:46:14.000Z,"Remember Lois Lerner and the IRS targeting and harassing conservative issue advocacy groups? Don’t think they won’t use their 87,000 new agents to harass political opponents again."
1453,RepBobGibbs,2022-10-13T16:46:13.000Z,"Biden and Pelosi have spent us into a recession and will unleash 87,000 IRS agents on American families to pretend their overspending is “paid for”."
1454,RepBobGibbs,2022-10-13T16:46:12.000Z,"Inflation isn’t just worse than expected, it’s the worst it’s been in 40 years…AGAIN. These aren’t the kind of records the American people wanted the Biden admin to break. We literally cannot afford Biden’s tax and spend agenda. https://t.co/VwJxOc8UuC"
1455,RepBobGibbs,2022-10-12T17:52:52.000Z,"America is the breadbasket of the world, feeding billions. The innovative spirit &amp; ingenuity of our agriculture industry make it possible for farmers to responsibly raise and grow the food we eat every day. It is an honor to fight for Ohio Ag in Congress. #ThankAFarmer https://t.co/xyg1hRjNRV"
1456,RepBobGibbs,2022-10-03T15:34:16.000Z,"Bidenflation strikes again, and they’re going to make it worse with their bailouts and boondoggles. Americans literally cannot afford Biden’s overspending. https://t.co/p9ohMpBuu9"
1457,RepBobGibbs,2022-09-21T17:52:08.000Z,"RT @GOPoversight: Joe Biden in 2019: “I have never spoken to my son about his overseas business dealings.”

Hunter in 2017: “please have ke…"
1458,RepBobGibbs,2022-09-21T13:32:50.000Z,"Biden's student loan ""forgiveness"" scheme will only make higher ed *more* expensive. Students need to be well informed on the size, terms, and consequences of their loans. Universities should be counseling their students on such a major commitment. Happy to co-sponsor this bill. https://t.co/PiLWbGSgzk"
1459,RepBobGibbs,2022-09-20T14:53:42.000Z,I've been fighting for the pro-life cause for two decades &amp; proud to co-sponsor @Rep_Clyde's bill to stop Biden's radical pro-abortion agenda. The unborn are the most vulnerable among us who need an advocate to speak up for &amp; defend them. https://t.co/5AHCMpYMKN
1460,RepCarlos,2022-12-06T20:47:36.000Z,"Congratulations to @OGilbert &amp; @RepRodriguez118 on being elected by their colleagues as Chair &amp; Vice-Chair of the Miami-Dade County Commission.

Looking forward to working with both of you for the residents of #OurCounty."
1461,RepCarlos,2022-12-06T16:05:19.000Z,This explains everything you need to know about the priorities of the Biden Administration. https://t.co/gKIa5ARwM6
1462,RepCarlos,2022-12-06T14:15:13.000Z,"Lourdes and I are praying for the recovery of the @MiamiDadePD officer shot. Our brave men and women in law enforcement put their lives on the line every day to protect our community. 

The increase in violence against officers must end. https://t.co/Npzk5OrH5i"
1463,RepCarlos,2022-12-03T02:19:46.000Z,"The reports on the #TwitterFiles are both shocking &amp; disturbing.

The of lack of accountability is absolutely unacceptable. https://t.co/fGLPn17alL"
1464,RepCarlos,2022-12-02T18:26:47.000Z,"My office often receives calls from loved ones who can't locate their family interdicted at sea. @Mariodb, @RepMariaSalazar, and I sent a letter to @SecMayorkas requesting a new system to help families find info on Cuban migrants interdicted at sea. ⬇️ https://t.co/VMpTNp3Ep5"
1465,RepCarlos,2022-12-02T16:37:39.000Z,"🎙️@SeanHannity: The Biden Administration is doing everything it can to destroy the oil and gas industry here in the United States. 

Producing AMERICAN energy would be better for America and our allies. Lifting sanctions on Maduro makes absolutely NO sense. #SOSVenezuela https://t.co/RFyBVga9O2"
1466,RepCarlos,2022-12-01T22:10:38.000Z,"@VersaillesMiami is the heart of the Cuban exile community in Miami. Felipe Valls’ long life reflected those of so many hard-working Cubans in Miami. His proud legacy will carry on, and he will be deeply missed. 🇨🇺🇺🇸 https://t.co/roGt5N5NJR"
1467,RepCarlos,2022-12-01T18:18:52.000Z,"I wholeheartedly agree. Thank you, @JimmyPatronis, for your leadership on this important issue. https://t.co/of4vu8zsgn"
1468,RepCarlos,2022-12-01T14:04:52.000Z,"As Ranking Member of the Transportation &amp; Maritime Security Subcommittee, I am proud to join my colleagues in warning the Administration of the danger the #CCP-controlled maritime data-sharing platform poses to the U.S. military and entities. https://t.co/w1ZJ3OMrpj"
1469,RepCarlos,2022-11-30T18:43:30.000Z,Democrat’s 2022 is wrapped. These are the most played lies: https://t.co/pnFLWIZ6hw
1470,replouiegohmert,2022-12-07T02:50:07.000Z,RT @JudiciaryGOP: 🇺🇸 HUGE WIN. The #COVID19 vaccine mandate is OUT of the NDAA for our troops! https://t.co/5v2vmqE5Qh
1471,replouiegohmert,2022-12-07T00:50:28.000Z,RT @AaronSiriSG: Thank you @replouiegohmert for fighting for those injured by C-19 vaccines and addressing how the gov't is failing to crea…
1472,replouiegohmert,2022-12-07T00:49:44.000Z,"RT @EpochTimes: “It is asinine that…a vaccine injury table disclosing known side effects…has yet to be developed for the COVID-19 shot.”

@…"
1473,replouiegohmert,2022-12-06T19:10:24.000Z,"Thank you @congbillposey, @RepMaryMiller, @RepGregSteube and @TXRandy14 for your support in this important effort. Excellent reporting by @EpochTimes  &amp; @PTolson1 https://t.co/9trHK4IeKT"
1474,replouiegohmert,2022-12-06T19:10:24.000Z,"It is asinine that despite the fast-tracking of an experimental vaccine and forcing millions to take it or risk losing their jobs or freedom, that a vaccine injury table disclosing known vax side effects as REQUIRED BY LAW has yet to be developed. https://t.co/9trHK4IeKT"
1475,replouiegohmert,2022-12-06T18:45:35.000Z,"RT @Rep_Clyde: Following his felony theft charge and admission of guilt, Sam Brinton has no place influencing policy in the federal governm…"
1476,replouiegohmert,2022-12-06T14:50:47.000Z,"RT @McBrideLawNYC: Whoever the next Speaker of the House is should pledge to get to the truth about J6.

We the people want to know:

-How…"
1477,replouiegohmert,2022-12-02T21:09:07.000Z,RT @elonmusk: What really happened with the Hunter Biden story suppression by Twitter will be published on Twitter at 5pm ET!
1478,replouiegohmert,2022-11-30T18:02:27.000Z,RT @DailyCaller: .@replouiegohmert  “There absolutely needs to be an investigation into whether or not China financially benefits from this…
1479,replouiegohmert,2022-11-30T15:30:18.000Z,"As long as Joe Biden is president, our Commander-in-Chief will continue to be compromised and our foreign adversaries will use this as an opportunity to exploit the United States for financial, political, and military gain. @DailyCaller 

https://t.co/MqhzsQkyjr"
1500,RepTonyGonzales,2022-12-06T21:43:24.000Z,"Whether you live directly on the border, or hundreds of miles away - this crisis affects you.

Ending Title 42 without a plan will only make things worse. I am urging the White House to see the crisis at our southern border firsthand before abolishing this policy. https://t.co/L0tvm04NTQ"
1501,RepTonyGonzales,2022-12-06T20:07:10.000Z,Talking the border crisis with @marthamaccallum on @FoxNews in 5 minutes. Tune in! https://t.co/ple2DlOnpP
1502,RepTonyGonzales,2022-12-06T20:05:00.000Z,"The brave men and women serving our nation should never be forced to make a medical decision against their will. With COVID under control, it’s time to ban vaccine mandates for our servicemembers."
1503,RepTonyGonzales,2022-12-06T14:03:00.000Z,"Morale and organization at the border are at an all-time low, and the results are deadly. Since the White House refuses to step up and take accountability, the House must take the lead."
1504,RepTonyGonzales,2022-12-05T20:06:00.000Z,Border Patrol suicides hit a record high this year. The Biden Administration must wake up and listen to those who live with this crisis everyday. It’s time to increase border technology and mental health resources for our men and women in green serving on the frontlines.
1505,RepTonyGonzales,2022-12-05T15:29:58.000Z,"Started off the morning meeting with George Hernandez, CEO of @UnivHealthSA. We discussed health care resources, cyber security priorities, and their mission to keep San Antonio healthy. https://t.co/URIZZX7SLr"
1506,RepTonyGonzales,2022-12-03T20:12:00.000Z,"It’s crucial that servicemembers and their families have access to the benefits they deserve. I joined my colleagues in writing a letter urging the Secretary of Defense to restore the full Basic Allowance for Housing to those who have served our nation.

https://t.co/pw1K0CuWeS"
1507,RepTonyGonzales,2022-12-03T15:40:16.000Z,Addressing the crisis at our southern border is a priority. We need to work together as Americans to find real solutions to secure our southern border. https://t.co/WmyGTkhLog
1508,RepTonyGonzales,2022-12-03T14:53:03.000Z,Joining @FoxNews in 10 minutes to discuss the latest on the border crisis. Tune in!
1509,RepTonyGonzales,2022-12-03T14:49:00.000Z,"Change is just one month away. With the majority, House Republicans will:

✅Secure our southern border

✅Reduce crime

✅Restore the economy"
1510,RepJenniffer,2022-12-07T01:40:09.000Z,"Congratulations Angela Puma on your graduation today! I'm proud to be a Congressional board member of @TheCHLI and have to opportunity to host many great students as interns in my office. Thank you, Angela! https://t.co/RwJYpdgf8X"
1511,RepJenniffer,2022-12-06T19:43:17.000Z,"I wish to acknowledge the commitment of the @AmericanCancer Society in our efforts to secure fair, adequate, long term funding for PR's Medicaid program. Thank you for being part of our coalition as we meet with members of Congress to discuss the need for immediate action. https://t.co/h6Nem0SlKr https://t.co/yIaUM24dtO"
1512,RepJenniffer,2022-12-06T19:37:08.000Z,"Today, I welcomed Puerto Rico Secretary of Health @prsecsalud and a group of representatives from the health care industry on the Island. They are in DC this week supporting our efforts to secure Medicaid funding for #PuertoRico. https://t.co/CPLEaDo0su"
1513,RepJenniffer,2022-12-06T19:04:12.000Z,Grateful to have been invited to the signing ceremony of the memorandum of understanding between @icppr and @MidAtlanticArts at the @NEAarts. I am confident this will open many more doors and provide additional opportunities for the Island. https://t.co/LEMP1Pdpuw
1514,RepJenniffer,2022-12-06T18:17:34.000Z,"Comunicado de Prensa | Jenniffer González y todo el sector de Salud en una sola voz en el Congreso

https://t.co/QiELpqOVDa https://t.co/etPkjQVSqf"
1515,RepJenniffer,2022-12-05T15:44:40.000Z,"Comunicado de Prensa | Brenda Lawrence, Jenniffer González y grupo bipartita de mujeres promueven legislación para apoyar a veteranas
 
https://t.co/RuTu5YkiDs https://t.co/yEWM87YSiK"
1516,RepJenniffer,2022-12-01T21:42:47.000Z,"Met with Secretary Alexis Torres of the Puerto Rico Department of Public Safety. We discussed the need for additional federal resources to combat crime and drug trafficking, as well as initiatives we’ll continue pursuing in Congress to secure the United States’ Caribbean border. https://t.co/SFmhyI4hgR"
1517,RepJenniffer,2022-12-01T20:07:47.000Z,"From advocating for natural disaster survivors, to increasing the limit for FEMA’s small projects, I’m proud to have worked together to support communities rebuilding with resiliency. https://t.co/j9GNhhwjUg"
1518,RepJenniffer,2022-12-01T20:07:36.000Z,Met with my colleague &amp; @TransportGOP leader @RepSamGraves to discuss some of the priorities for the 118th Congress. https://t.co/tOyB63816u
1519,RepJenniffer,2022-12-01T16:56:31.000Z,"Comunicado de Prensa | Las Copresidentas del Caucus del Congreso sobre el VIH/SIDA reclaman poner fin a las disparidades de salud

https://t.co/pTr34QpkJX https://t.co/iebgmD2vYa"
1520,RepAGonzalez,2022-11-11T16:57:03.000Z,Thank you to all of our amazing veterans for your selfless service to our great Nation https://t.co/INpSZ5T73p
1521,RepAGonzalez,2022-09-11T17:05:16.000Z,Never Forget! https://t.co/Oabd5p7uY6
1522,RepAGonzalez,2022-08-03T20:45:27.000Z,Sadden to learn of the tragic passing of Rep. Jackie Walorski and two members of her staff today. Jackie was a wonderful colleague and always an advocate for her constituents. Praying for all those involved at this time.
1523,RepAGonzalez,2022-07-27T17:29:35.000Z,"The House overwhelmingly passed the bipartisan Brycen Gray and Ben Price COVID-19 Cognitive Research Act, to improve our understanding of COVID-19’s impact on the brain. This bill to honor Brycen &amp; Ben will help ensure no family endures a similar tragedy. https://t.co/Lktm2cRtss"
1524,RepAGonzalez,2022-07-18T19:36:05.000Z,"RT @988Lifeline: Today is a historical day for #suicideprevention &amp; #mentalhealth in the U.S.! The National Suicide Prevention Lifeline, no…"
1525,RepAGonzalez,2022-07-04T17:12:42.000Z,Happy 4th of July! https://t.co/yQoM8EvIFy
1526,RepAGonzalez,2022-06-23T22:35:45.000Z,The choice is clear. We can either pass the Chips Act and unleash the largest investment in the history of our state or we can watch the next great investment happen overseas while leaving our supply chain for chips dependent on China. This isn’t hard. Let’s get this done!
1527,RepAGonzalez,2022-05-30T17:54:34.000Z,Wishing everyone a reflective Memorial Day filled with gratitude for those who paid the ultimate price for our nation. https://t.co/VngsZEXe9J
1528,RepAGonzalez,2022-05-18T18:44:24.000Z,https://t.co/W6k1XeWZwg
1529,RepAGonzalez,2022-05-18T18:44:24.000Z,"We can’t bring Brycen and Ben back, but we can ensure that their memories live on. I'm pleased to see my bill, the Brycen Gray and Ben Price Covid-19 Cognitive Research Act, pass out of @housesciencegop. We must improve our understanding of COVID-19's mental health impacts."
1540,RepBobGood,2022-12-01T19:32:56.000Z,"Republicans---yes, Republicans---voted yesterday in our conference meeting 158-52 AGAINST banning earmarks. The silence from leadership is deafening. We cannot continue the status quo. We must have change! https://t.co/TLuxftovoc"
1541,RepBobGood,2022-11-30T17:53:22.000Z,Republicans should not provide any votes for the Biden railroad bill. Doing so gives Democrats the chance to amend the deal and make it worse.
1542,RepBobGood,2022-11-30T14:24:41.000Z,"Republicans MUST not provide one more vote for one more cent for ANY spending which fails to end vaccine mandates, secure our Southern Border, and restore American energy independence."
1543,RepBobGood,2022-11-30T14:24:41.000Z,"Democrats continue to infringe upon law-abiding-citizens’ right to defend themselves, undermine traditional marriage, and sacrifice the welfare of innocent children for their political agenda.https://t.co/rxCI1NrVEq"
1544,RepBobGood,2022-11-29T04:01:24.000Z,"It is with sadness that I would like to express my condolences to the McEachin family at the passing of my colleague, Rep. Donald McEachin. I am grateful for the kindness he showed me during the two years we served together. My prayers are with his family."
1545,RepBobGood,2022-11-18T13:45:14.000Z,RT @NumbersUSA: Rep. Good has a career A+ immigration grade from @NumbersUSA. He is one of only 5 Members of Congress with a perfect career…
1546,RepBobGood,2022-11-16T19:31:33.000Z,I NEVER said I would vote for a Democrat for Speaker. I NEVER will vote for a Democrat. Any suggestion to the contrary is blatantly dishonest. https://t.co/PmxJS2IybA
1547,RepBobGood,2022-11-15T00:15:46.000Z,"RT @henryrodgersdc: I am told by a source in the room that there are at least 7 members with questions for McCarthy. Including, Chip Roy, B…"
1548,RepBobGood,2022-11-14T22:08:57.000Z,RT @NEWSMAX: Does Kevin McCarthy have the votes to be House Speaker in a potentially Republican-led House? Plus @HerschelWalker joins @sean…
1549,RepBobGood,2022-11-14T14:30:40.000Z,"Please join me in prayer for the victims of this horrific tragedy, their families, and the entire University of Virginia community."
1550,Lancegooden,2022-12-07T02:00:25.000Z,"The Biden Administration will monitor your $600 Venmo transactions, but not our southern border."
1551,Lancegooden,2022-12-06T22:47:13.000Z,"Dear @JoeBiden,

More than 5 million illegals have crossed the border under your watch, fentanyl is killing a record amount of Americans, and cartels pose a national security threat.

There aren't more important things going on."
1552,Lancegooden,2022-12-06T16:19:16.000Z,"Under President Trump, the personal savings rate hit a record high of 33.8%.

Under Joe Biden, the personal savings rate has fallen to 2.3%.

Savings accounts miss 45!"
1553,Lancegooden,2022-12-06T13:40:58.000Z,"The U.S. economy has lost 2,600 full-time jobs per day since May.

Three days ago, Joe Biden proclaimed the economy is 'moving in the right direction.'"
1554,Lancegooden,2022-12-06T01:02:29.000Z,"Two years ago, Joe Biden promised not to mandate the vaccine.

Today, 5,700 unvaccinated U.S. military members have been fired. 

End the mandate now!"
1555,Lancegooden,2022-12-05T21:39:42.000Z,"Free speech is back on Twitter.

Disney has done a U-turn on its culture war.

ESG investing is being banned across America.

Woke is losing!"
1556,Lancegooden,2022-12-05T16:22:34.000Z,"How to help solve the border crisis? Keep Title 42.

How to make the border crisis worse? End Title 42.

It's not rocket science, Joe."
1557,Lancegooden,2022-12-05T14:45:40.000Z,"The mainstream media has refused to report on Elon Musk's #TwitterFiles.

The same news outlets wonder why Americans’ trust in media is hovering near a record low."
1558,Lancegooden,2022-12-05T12:54:42.000Z,"1,250 IRS agents are delinquent on their tax bills.

The IRS should worry about their own employees instead of Venmo transactions."
1559,Lancegooden,2022-12-04T23:54:28.000Z,"What Joe Biden should do: End the military vaccine mandate.

What Joe Biden shouldn't do: Sign a declaration to adopt vaccine passports for international travel."
1560,RepGosar,2022-12-06T22:10:39.000Z,"RT @RepMTG: Thank you to my cosponsors for supporting this critical legislation for the American people!

@RepMattGaetz
@RepGosar
@RepThoma…"
1561,RepGosar,2022-12-06T20:18:01.000Z,"The 14,000 hours of security camera footage taken on January 6th, 2021 must be released.

The American People deserve to learn what really happened on that day."
1562,RepGosar,2022-12-05T22:05:52.000Z,"@rumpper Ukraine is not a democracy. All opposition parties are banned. Non-regime press is banned. The current government was installed by a coup.

I support freedom and I support liberty."
1563,RepGosar,2022-12-05T21:37:23.000Z,"Our continued support of this war in Ukraine is immoral.
The deaths continue and Ukraine (in addition to comprising nazi regiments) has become an authoritarian regime not worthy of any support.

I support peace talks, not death and destruction.

Not bombing churches. https://t.co/kmndj6huQN"
1564,RepGosar,2022-12-05T17:35:59.000Z,"At least 365 confirmed sex offenders have crossed the southern border in 2022.

Our country needs a secure border, an immigration moratorium, and mass deportations of illegals.

https://t.co/ph6PvjyBVa"
1565,RepGosar,2022-12-05T01:14:19.000Z,"RT @RepMTG: The SOS of AZ and Gov candidate, Katie Hobbs, used the power of the AZ SOS to collude w/ Twitter to unconstitutionally violate…"
1566,RepGosar,2022-12-04T23:07:51.000Z,Americans' right to their freedom of speech is and should always be absolute.
1567,RepGosar,2022-12-04T20:53:52.000Z,"FTX has fueled democrat campaigns for years...

https://t.co/LMTb3aO3PW"
1568,RepGosar,2022-12-03T21:17:56.000Z,"There is nothing that an America First fighter can say or do to appease a mob acting in bad faith.

Cancel culture is empowered by fear alone - only by being fearless will we truly uncancel America."
1569,RepGosar,2022-12-02T21:08:03.000Z,"Americans are under no moral obligation to grant amnesty to lawbreakers, drug smugglers, murderers and rapists.

The left desperately wanting over 30 million new voters will never justify throwing American families and workers under the bus."
1580,RepKayGranger,2022-12-06T13:17:00.000Z,"Hats off to @FortWorthISD Southwest High School’s Aubrey Kistler for winning the Friedman Chair for Teaching Excellence in Performing Arts!  Thanks for educating the next generation in TX-12! 
https://t.co/Q8TIs7GdV3"
1581,RepKayGranger,2022-12-06T02:49:51.000Z,"Congratulations @BellFlight! You make #TX12 and all of America proud! 
https://t.co/ERjd6unHWV"
1582,RepKayGranger,2022-12-05T14:02:20.000Z,"Go Frogs!  
https://t.co/dsoHaEuPFq"
1583,RepKayGranger,2022-12-04T13:32:00.000Z,"Best of luck to @ParkerCountyTX champions Rocker Steiner, Leighton Berry, and Stevi Hillman, who are competing in the upcoming @LasVegasNFR rodeo final!   We are all rooting for you!   https://t.co/9jQut1qSAq"
1584,RepKayGranger,2022-12-03T17:21:01.000Z,"RT @TCUFootball: Together. 

#GoFrogs #DFWBig12Team https://t.co/f71XTHsQIA"
1585,RepKayGranger,2022-12-03T17:18:59.000Z,https://t.co/I8JemBZkjM
1586,RepKayGranger,2022-12-03T13:35:00.000Z,"It’s great to shop #TX12 local for your holiday gift list needs!  
https://t.co/10Ng1UHb55"
1587,RepKayGranger,2022-12-02T13:38:00.000Z,Always great to meet with members of @TXBiz to discuss legislation that would lower food prices and strengthen food security for #TX12 families. https://t.co/MWKZbSs17c
1588,RepKayGranger,2022-12-01T13:54:00.000Z,https://t.co/JplVVUtrNl
1589,RepKayGranger,2022-11-30T13:12:00.000Z,The U.S. Capitol Christmas tree is always beautiful! https://t.co/tMK2fixolZ
1590,RepGarretGraves,2022-12-07T02:14:47.000Z,"It was an honor to speak at an event with President Emmanuel Macron! We got to share Louisiana's unique culture and history.

Additionally, discussions focused on how Louisiana can help fulfill the global energy demand. https://t.co/RDKc5RWIa7"
1591,RepGarretGraves,2022-11-29T18:12:08.000Z,This latest move to produce more oil and gas in Venezuela only reinforces that this White House prioritizes foreign countries over America. (3/3)
1592,RepGarretGraves,2022-11-29T18:12:07.000Z,"Unfortunately, it’s Americans that can’t pay the bills for fuel and utilities because our own president refuses to produce American energy and build the pipelines needed to bring prices down. (2/3)"
1593,RepGarretGraves,2022-11-29T18:12:07.000Z,"President Biden’s bone-headed energy policies continue to be wildly popular in Venezuela, Iran and Saudi Arabia - where these countries profit. (1/3)
https://t.co/UsLb3yZzOo"
1594,RepGarretGraves,2022-11-24T13:36:23.000Z,Happy Thanksgiving! https://t.co/wTocc6U21d
1595,RepGarretGraves,2022-11-17T21:43:11.000Z,"We're back in Washington, DC, and delivering bipartisan solutions.

After a hurricane makes landfall, disaster victims are left to deal with an alphabet soup of federal agencies and each one has its own confusing requirements.

Our bill brings solutions to the table. https://t.co/hz8tMa3SGv"
1596,RepGarretGraves,2022-11-11T18:00:36.000Z,"Today at the U.N. Climate Conference, President Biden will announce over $200 million in US taxpayer dollars for resilience efforts in Africa and the launch of a Climate Gender Equity Fund. https://t.co/173M26uTon"
1597,RepGarretGraves,2022-11-11T13:59:48.000Z,"Wait, I thought this bill was supposed to address inflation?!?! https://t.co/oItOUF1jUM"
1598,RepGarretGraves,2022-11-06T23:49:10.000Z,"We secured $255 million in federal funding for this project. 

Debris is being removed and our homes and businesses are going to see the flood protection they deserve. (3/3)"
1599,RepGarretGraves,2022-11-06T23:49:09.000Z,"When completed, the project will help quickly drain East Baton Rouge Parish during severe rain events by improving the water flow in Jones Creek, Ward Creek, Bayou Fountain, Blackwater Bayou, and Beaver Bayou. (2/3)"
1600,RepSamGraves,2022-12-06T18:01:24.000Z,"I’ll be joining SocialFlightLive! at 8:00pm ET tonight to discuss the future of aviation in America.

You can learn more and register to join for free at https://t.co/xVpU3HMArT 
@SocFlight https://t.co/FAg8W612lf"
1601,RepSamGraves,2022-11-30T20:44:58.000Z,"Congress should have never been in the position of preventing this economic catastrophe, but the House has acted to avert a rail shutdown that would devastate an economy already coping with the consequences of this Administration’s spending and policies. https://t.co/wqyMsuQwBU"
1602,RepSamGraves,2022-11-30T16:52:53.000Z,We have to make sure our infrastructure dollars are being spent wisely and not wasted on this Administration’s Green New Deal priorities. https://t.co/sTdrI3PXOG
1603,RepSamGraves,2022-11-28T17:46:05.000Z,"This has gotten out of hand. We need to finish the wall, start enforcing our immigration laws, and secure our border. https://t.co/UvA7u83mHW"
1604,RepSamGraves,2022-11-26T15:00:00.000Z,Don’t forget to support and #shopsmall at local businesses this Small Business Saturday! https://t.co/WDJ2E4XNFW
1605,RepSamGraves,2022-11-25T19:00:01.000Z,"Just 63 years after the Wright Brothers’ first flight, America put the first man on the moon. During aviation history month, we recognize and remember all the aviation pioneers that have made the miracle of modern flight possible. https://t.co/fKs3dVT1MH"
1606,RepSamGraves,2022-11-24T15:00:01.000Z,Happy Thanksgiving! https://t.co/zXt0hPxRYa
