,handle,created_at,tweet_text
37,RepRickAllen,2022-12-02T17:15:39.000Z,"""It’s worth remembering that disgraced crypto giant FTX had a stellar ESG rating, and ESG-titan BlackRock set a record earlier this year for losing $1.7 trillion of investors’ money in just six months.""

Read more in the @DailyMail:
https://t.co/8tXlpX0ocI"
38,RepRickAllen,2022-12-01T17:48:21.000Z,"I'll be on-air with @WilkowMajority today at 1:40 PM.

Tune into @SiriusXMPatriot Channel 125 to listen live!"
39,RepRickAllen,2022-11-30T19:38:49.000Z,RT @cathymcmorris: Instead of getting serious about flipping the switch for more energy production here in the U.S.—which would help lower…
40,RepColinAllred,2022-12-07T00:00:01.000Z,"I took leave after my both sons were born to be with my family during that critical time. When families have paid leave, it leads to better outcomes. That's why I joined the new bipartisan Paid Leave Caucus to ensure every family can do the same. https://t.co/4zv2xZHtSC"
41,RepColinAllred,2022-12-06T22:00:00.000Z,"Our brave Capitol Police officers put themselves at risk during the deadly attack on the Capitol on January 6. For that, we owe them a debt of gratitude.
 
I’m proud these heroes were honored today with the Congressional Gold Medal.
https://t.co/fdCMu19pKG"
42,RepColinAllred,2022-12-06T20:00:02.000Z,"DACA recipients are veterans, teachers, health care workers and small business owners. They represent so much of what makes America great. That's why the time is now for the Senate to finally act and #ProtectDACA. #HomeisHere"
43,RepColinAllred,2022-12-06T18:43:42.000Z,"RT @RepSylviaGarcia: Today, the Texas Democratic Delegation met to celebrate and honor the legacy of @RepEBJ. 

Congresswoman Johnson has b…"
44,RepColinAllred,2022-12-06T18:11:39.000Z,"Aly and I were so honored to spend an evening with @POTUS, @FLOTUS, @VP and @SecondGentleman to welcome the holiday season at the annual @WhiteHouse Holiday Ball. https://t.co/9gKtl2ZlHb"
45,RepColinAllred,2022-12-06T16:34:09.000Z,Great news for our region. This contract will create good-paying jobs and help North Texas lead in the manufacturing of state-of-the-art technology for our military. https://t.co/qBUQGvzvI9
46,RepColinAllred,2022-12-06T15:00:03.000Z,"Tomorrow is the last day to sign up for Medicare for next year, which is important because starting in 2023, measures like $35 monthly caps on insulin and free vaccines go into effect. Take advantage and visit https://t.co/tMsj4wbvL7 today. https://t.co/NxkPvyGjH0"
47,RepColinAllred,2022-12-06T00:00:01.000Z,"We must make sure something like January 6 never happens again. To do that we must pass the Electoral Count Reform Act to protect our democracy.

Watch my conversation with @AliciaOnMSNBC. https://t.co/ktKkxfqEZj"
48,RepColinAllred,2022-12-05T18:12:16.000Z,"Folks, my last telephone town hall of the year has begun! Join me right now to hear the latest on my work in Congress and get answers to your questions. Listen live at https://t.co/VZEMhoXMTY or call 855-543-3322."
49,RepColinAllred,2022-12-05T15:41:31.000Z,Steady progress to lower costs thanks to our work in Congress with @POTUS. Americans are now seeing real relief and I’ll keep working to ensure we keep lowering costs across the board. https://t.co/oIigYZ9IIy
50,MarkAmodeiNV2,2022-11-28T22:23:50.000Z,Proud to attend the Nevada Veterans Memorial Plaza Grand Opening &amp; Ribbon Cutting. The plaza is a phenomenal place to remember those who have given it all for us. I couldn't be prouder of this effort to honor our veterans. https://t.co/EI5rDdAGA5
51,MarkAmodeiNV2,2022-11-24T16:04:58.000Z,Happy Thanksgiving! https://t.co/Bl6rsFD0N0
52,MarkAmodeiNV2,2022-11-22T18:19:14.000Z,Great meeting with the Builders Association of Northern Nevada! Looking forward to continued collaboration with the building industry to advance economic growth and prosperity throughout our cities and towns. https://t.co/lFCkkD3qAk
53,MarkAmodeiNV2,2022-11-18T22:09:23.000Z,RT @thedanmasonshow: TODAY: Get ready for a renewed push for more education money in the next Nevada legislature. Now that Republicans will…
54,MarkAmodeiNV2,2022-11-18T18:28:16.000Z,"At the Placer Business Alliance DC Summit, it was great meeting with local and regional business leaders and public officials for a discussion focused on Lake Tahoe and the importance of working together across state lines to address challenges and opportunities. https://t.co/NY77yioZgi"
55,MarkAmodeiNV2,2022-11-15T14:17:02.000Z,"RT @NFRW: NFRW members from HI, ID, OR, AZ, NV,UT &amp; CA attended the Western Conference Stars &amp; Stipes in Vegas. Guest speakers were Congres…"
56,MarkAmodeiNV2,2022-11-11T17:23:34.000Z,LVRJ reporter Gary Martin was a thoughtful journalist. Nevada will miss the professionalism he brought to covering politics in our state. Rest In Peace Gary.
57,MarkAmodeiNV2,2022-11-11T15:38:15.000Z,"In honor of #VeteransDay, we come together to commemorate our nation's heroes.

We owe our veterans a debt of gratitude for protecting our American freedoms.

Thank you, today and every day, for your selfless devotion. 🇺🇸"
58,MarkAmodeiNV2,2022-11-10T21:08:13.000Z,"Honoring our veterans at the 5th Annual Dayton Chamber Veterans Appreciation Dinner.

Thank you for your service to our great country and commitment to the freedoms we enjoy today as Americans. https://t.co/a9L3ZKVZz6"
59,MarkAmodeiNV2,2022-11-03T13:57:13.000Z,RT @AmerSecurities: ASA applauds @HouseAppropsGOP FSGG SubCmte RM @rep_stevewomack for sending the @SECgov a message that it must not colle…
60,RepArmstrongND,2022-12-07T01:24:41.000Z,"Congratulations to my friend Mac Schneider. Looking forward to working with him.

https://t.co/hmApGshzdN"
61,RepArmstrongND,2022-12-06T16:06:50.000Z,"North Dakota agriculture has a $30.8 billion economic contribution and supports 110,480 total jobs for our state. We are grateful for our farmers and ranchers.
https://t.co/rsZBWoIhOl"
62,RepArmstrongND,2022-12-01T21:12:25.000Z,Great to receive an update on the @FMDiversion. I am glad to hear about its progress toward providing long-term flood relief for the region. https://t.co/OUMxWmy7CS
63,RepArmstrongND,2022-11-30T03:00:00.000Z,Met with Spirit Lake Nation Chairman Doug Yankton to discuss a variety of issues important to the tribe and North Dakotans. https://t.co/zU1o2P9GXX
64,RepArmstrongND,2022-11-29T21:16:39.000Z,"As we prepare for 2023, the Farm Bill is a top priority. Appreciated talking with PIA of ND about the importance of crop insurance for North Dakota's growers. https://t.co/XwftHRiARk"
65,RepArmstrongND,2022-11-29T20:45:12.000Z,RT @HouseCommerce: RT if you agree → We should drill AMERICAN oil and create AMERICAN jobs.
66,RepArmstrongND,2022-11-29T18:09:00.000Z,"The Biden admin is really good at making really bad policy.
 
More duplicative red tape will do nothing to keep our air and water clean.

https://t.co/b0GPVb3Xhv"
67,RepArmstrongND,2022-11-29T16:58:24.000Z,"RT @NDNationalGuard: 16 years ago today, Cpl. Christopher Kleinwachter gave his life for his country. He was killed in action in Afghanista…"
68,RepArmstrongND,2022-11-28T15:26:30.000Z,Both these teams have @NDSUfootball connections. Klieman coached the Bison from 2014-18 and won 4 championships in 5 years. Jim Wacker coached at NDSU from 1976-78. He was the head coach at TCU from 1983-91. https://t.co/zmDM8rflxd
69,RepArmstrongND,2022-11-26T13:42:00.000Z,"North Dakota has more than 75,000 small businesses. They do so much good for our communities.

#SmallBusinessSaturday is a great reminder to get out and support them. https://t.co/64dAC1SN5l"
70,RepArrington,2022-12-06T19:52:02.000Z,House Republicans are ready to fight and follow through on our Commitment to America by holding the lawless Biden Administration accountable for its unconstitutional overreaches. https://t.co/6VQ26CEUS5
71,RepArrington,2022-12-05T21:59:59.000Z,"ICYMI: The Biden Administration lacks the political will necessary to secure the border. As a result, cartels exploit the Democrats’ open border policies and laugh all the way to the bank. @FoxNews @FaulknerFocus @GillianHTurner https://t.co/tMni8JGjUQ"
72,RepArrington,2022-12-05T19:06:05.000Z,"After adding almost $5T to the debt, Biden has accelerated deficit spending to the brink of our legal limit. This is a big opportunity for a GOP House to negotiate spending caps &amp; structural reforms to our broken budget process.

“A public debt is a public curse.” -James Madison https://t.co/UrSZx1HmxH"
73,RepArrington,2022-12-05T14:53:24.000Z,"Today, I’ll be on @FoxNews to discuss the latest on Biden’s Border Crisis. #TUNEIN to @FaulknerFocus at 11:15am ET!"
74,RepArrington,2022-12-03T14:21:46.000Z,"RT @WSJ: The Air Force just unveiled the B-21, the secret bomber that's meant to keep China in check https://t.co/sJH43tf6vc"
75,RepArrington,2022-12-02T23:37:25.000Z,"The B-21 will be the backbone of our bomber fleet &amp; the most lethal &amp; capable bomber in the world. 

Securing a B-21 fleet at Dyess AFB is one of my proudest achievements &amp; today’s unveiling is an important step in bringing B-21s to the Big Country. 

God bless America &amp; Go WTX! https://t.co/IgE5cPNxbM"
76,RepArrington,2022-12-01T22:50:52.000Z,"I’m proud to co-lead the Congressional Family Business Caucus with @RepSchneider, @RepTenney &amp; @RepOHalleran to promote policies that will help these businesses thrive for generations to come. https://t.co/k1hOviIdLl"
77,RepArrington,2022-12-01T22:50:52.000Z,"America’s family-owned businesses are the foundation of our economy, responsible for more than half of the country’s employment. Unfortunately, business owners face numerous challenges from high inflation to labor shortages, to burdensome tax policies &amp; regulations. 🧵"
78,RepArrington,2022-11-29T14:58:13.000Z,Mayorkas’ claim that our border is secure is dishonest and insulting. Democrats continue to leave Americans vulnerable to the disastrous effects of an open border. We must use every authority and tool as the new majority to stop them. @AmericaNewsroom @FoxNews https://t.co/y93xopzNh8
79,RepArrington,2022-11-26T18:20:04.000Z,"Small businesses are the heartbeat of America &amp; the economic engine of job creation in this country. With nearly 8M small businesses across our nation, the Lone Star State is home to over 3M — or almost 40%! TEXANS keep our economy running! #SmallBusinessSaturday https://t.co/DmD06NGaN5"
80,RepAuchincloss,2022-12-02T19:31:57.000Z,"Today, I met with the Director of the ATF division of the Justice Department with fellow task force members to discuss the concerning rise of ghost guns. 

I am committed to ensuring illegal guns stay off the streets and out of the hands of dangerous individuals. https://t.co/o4ho1bAqa3"
81,RepAuchincloss,2022-11-30T19:23:33.000Z,"Looking forward to working with the next generation of Dem leadership, and excited to have my friend and neighbor @RepKClark whipping votes https://t.co/Z4aAWHXsLG"
82,RepAuchincloss,2022-11-30T15:19:45.000Z,My 2022 #SpotifyWrapped https://t.co/ag7N9bNVsv
83,RepAuchincloss,2022-11-29T17:40:02.000Z,"Xi Jinping’s zero-Covid policy is a catastrophe, both for public health and for Chinese society, children in particular. The CCP should listen to the brave protesters and follow the science, not the megalomania of one man."
84,RepAuchincloss,2022-11-26T19:58:32.000Z,Happy #SmallBusinessSaturday. Teddy was a happy customer holiday shopping for @ToysForTots_USA at Henry’s Bear Park in Newtonville. https://t.co/M8enIqAsxY
85,RepAuchincloss,2022-11-26T16:21:18.000Z,RT @katiephangshow: “We can’t afford to do nothing for 2 years while Kevin McCarthy engages in showmanship &amp; political theater for the deli…
86,RepAuchincloss,2022-11-24T17:42:24.000Z,Happy Thanksgiving from my office and me. I hope your holiday is spent with loved ones. https://t.co/7jlE8JEXCa
87,RepAuchincloss,2022-11-23T17:53:25.000Z,"“Cities should price their curbs to manage demand.”

100%.

https://t.co/a9Xip505E2"
88,RepAuchincloss,2022-11-22T16:54:00.000Z,"Send Ukraine the Gray Eagles. Their military advantage outweighs the legitimate concerns about security.

https://t.co/ElT4m1YWJx"
89,RepAuchincloss,2022-11-21T14:44:12.000Z,We must recommit ourselves to making housing affordable for working families https://t.co/X27snKdhZt
90,RepCindyAxne,2022-12-05T23:07:28.000Z,"Angie Sylling has played a crucial role here in Iowa in the battle to raise awareness of cancer, offer affected families support and resources, find better treatments, and fight for a cure.

Please join me in honoring her as #IowanOfTheWeek!

https://t.co/p4lu59jNUO https://t.co/Ysnyyaioxk"
91,RepCindyAxne,2022-12-03T16:08:59.000Z,"Today high school students from around #IA03 are interviewing for nominations to attend one of the prestigious United States Military Service Academies. 

I thank them for their passion &amp; thank my selection committee for helping young Iowans pursue their dreams. https://t.co/gpcxAhfWpr"
92,RepCindyAxne,2022-11-28T21:19:45.000Z,"Said Atmar put his life on the line in the field to support our troops &amp; the U.S. mission in Afghanistan. Now, he's committed to ensuring Afghan SIVs &amp; refugees have the resources they need to thrive in Iowa.

Join me in honoring him as #IowanOfTheWeek!
https://t.co/Tj422mdoUu https://t.co/y1Sht9i2YF"
93,RepCindyAxne,2022-11-24T16:03:57.000Z,Wishing you and your family a safe and healthy Thanksgiving! #IA03 https://t.co/0ssiB013OL
94,RepCindyAxne,2022-11-18T19:55:46.000Z,"For too long, dogfighters and cockfighters have carried on their rampant abuses with too many enforcement loopholes and not enough tools to end the abuses.

My new legislation will help defend these innocent animals and hold abusers accountable.
https://t.co/OH0GR1039W"
95,RepCindyAxne,2022-11-15T22:07:56.000Z,"For too long, affordable health care has been out of reach for Iowa families. That’s why I helped pass the Inflation Reduction Act to lower health insurance premiums and help people make ends meet. #PeopleOverPolitics"
96,RepCindyAxne,2022-11-15T17:00:00.000Z,"One year ago, @POTUS signed the Infrastructure Investment and Jobs Act into law, kicking off an #InfrastructureDecade. This historic funding will upgrade America’s infrastructure, create good-paying jobs, and create new opportunities to make sure our best days are ahead of us."
97,RepCindyAxne,2022-11-14T18:04:25.000Z,"Tomorrow is the deadline to purchase American flags flown over the Capitol through my office.
https://t.co/cyrJX83ecX"
98,RepCindyAxne,2022-11-11T15:37:06.000Z,"Happy #VeteransDay!

Today and every day, we honor the service and the commitment of all who have helped keep our country safe and free. #IA03 https://t.co/9veEMuIiZR"
99,RepCindyAxne,2022-11-10T23:19:08.000Z,"I know rising prices are squeezing families in #IA03. With the Inflation Reduction Act, we are lowering drug prices, energy costs, and health insurance premiums to help folks make ends meet. #PeopleOverPolitics"
100,RepBrianBabin,2022-12-06T01:55:02.000Z,"Imagine serving a lobster feast at a state dinner while simultaneously pushing policies that will kill our seafood industry…

That’s Joe Biden for you. https://t.co/jyMpVWavuu"
101,RepBrianBabin,2022-12-05T22:14:12.000Z,"Fuel costs are on the rise while our reserves are at a 38-year low.

Biden's misuse of our emergency petroleum stores will undoubtedly lead to more crises. https://t.co/hRZzH4yv42"
102,RepBrianBabin,2022-12-04T16:52:58.000Z,"Biden refuses to close the southern border or enforce policies that keep you safe.

It's only a matter of time before the next terrorist attack occurs on American soil.

The threat is real, yet @POTUS doesn't care. @OANN https://t.co/20PROhAJAd"
103,RepBrianBabin,2022-12-03T02:37:02.000Z,"I will not allow this administration to use the American people as scapegoats for their policy failures and excessive spending spree. 

YOU did not cause inflation to soar. 

That responsibility rests solely on Joe Biden’s shoulders. https://t.co/tn6D8SSqnp"
104,RepBrianBabin,2022-12-02T23:58:15.000Z,"Biden’s border crisis is one of the greatest threats to America’s solvency and national security.

It must be stopped. @NEWSMAX https://t.co/sY9Q3VkVEb"
105,RepBrianBabin,2022-12-02T15:02:58.000Z,"This is the sad reality of Biden's failed economic policies.

You deserve better. https://t.co/5UB7egf5tF"
106,RepBrianBabin,2022-12-01T23:40:52.000Z,"The Left hates @elonmusk’s push to restore free speech because they’ll no longer get to censor Twitter users they disagree with.

When will the White House start “keeping a close eye” on the border, gas prices, diesel stores, inflation, crime… you know… real issues? https://t.co/vNlY8keW5T"
107,RepBrianBabin,2022-12-01T22:03:31.000Z,"The widespread use of LOGINK - a CCP-controlled digital platform used by over 20 global ports - creates a major risk for U.S. commercial and military interests.

We need to know how Biden is going to keep China and this platform in check! Read more below ⤵️ https://t.co/dmulXhlDR7"
108,RepBrianBabin,2022-12-01T17:39:18.000Z,"Granting mass amnesty to millions of illegal aliens will make Biden’s Border Crisis permanent.

The world will see our southern border as nonexistent.

Such an action is an affront to law-abiding Americans and must be stopped! https://t.co/PZU5L4XWkv"
109,RepBrianBabin,2022-12-01T02:26:54.000Z,"Where are the fact checkers?? 

How many Pinocchios will the Washington Post give this?? https://t.co/RQpNkJbabu"
110,RepDonBacon,2022-12-06T16:12:44.000Z,@TomDorwart1 @WhiteHouse All baloney.
111,RepDonBacon,2022-12-06T15:58:03.000Z,@TomDorwart1 @WhiteHouse Just the facts. We were coming out of COVID and this unemployment went down. Now… massive irresponsible spending has caused inflation and now high interest rates.
112,RepDonBacon,2022-12-06T15:41:30.000Z,@icythein @JoyceWhiteVance I did on C-SPAN just now.
113,RepDonBacon,2022-12-06T15:41:12.000Z,@TomDorwart1 @WhiteHouse We came out of COVID. You’re missing the obvious factor.
114,RepDonBacon,2022-12-06T15:39:29.000Z,RT @Pres_Parsons: @HowardMortman @cspanwj @RepDonBacon We definitely need more Members like @RepDonBacon. He is a man of integrity and he p…
115,RepDonBacon,2022-12-06T14:19:15.000Z,"RT @HowardMortman: ""You come on show often. I'm a Democrat. It is enjoyable to hear your point of view. Your argue your points eloquently.…"
116,RepDonBacon,2022-12-06T12:38:25.000Z,"RT @cspanwj: TUES| Rep. Don Bacon (R-NE, @RepDonBacon) a member of the Armed Services Committee, will discuss the latest on government fund…"
117,RepDonBacon,2022-12-06T05:04:38.000Z,"RT @HouseGOP: According to a recent jobs report, layoffs increased 127% from September. 

That’s 417% higher than this time last year.

Our…"
118,RepDonBacon,2022-12-05T22:20:11.000Z,"Thank you to our DC intern, Madeleine Britto! She is currently studying political science &amp; business administration at Crieghton University. She hopes to go to law school and then return to DC. I appreciate her strong work ethic and passion for government. https://t.co/78AWAuM7Ia"
119,RepDonBacon,2022-12-05T02:10:38.000Z,"RT @GReschenthaler: What’s the number one killer of American adults aged 18-45? Fentanyl. 

This poison, primarily manufactured in China, i…"
120,RepJimBaird,2022-12-06T21:42:55.000Z,"RT @RepFinstad: Proud to cosponsor the Farmers Deserve Notification Act, led by @RepJimBaird. Herbicides &amp; pesticides are vital to growers.…"
121,RepJimBaird,2022-12-06T19:38:12.000Z,"Instead of addressing the crisis or visiting our southern border to come up with a plan before Title 42 expires in 15 days, Pres. Biden told reporters “there are more important things going on.” 

Respectfully, I think national security is pretty important if you ask me."
122,RepJimBaird,2022-12-05T17:24:48.000Z,"RT @HouseAgGOP: Shopping for the family Christmas tree? 🎄

Prepare to pay more due to #Bidenflation. 💸

WATCH 👇 https://t.co/XSyKqokAuF"
123,RepJimBaird,2022-12-05T17:17:52.000Z,"RT @HouseGOP: So far in 2022, 114 law enforcement officers were shot in ambush attacks. 

Democrats’ ‘Defund the Police’ movement has demon…"
124,RepJimBaird,2022-12-04T01:15:46.000Z,Boiler up!!
125,RepJimBaird,2022-12-02T22:16:34.000Z,A great and fitting tribute to my friend @purduemitch #BoilerUp https://t.co/rPKJNMmM3x
126,RepJimBaird,2022-12-01T19:45:52.000Z,"Respectfully, I believe the multi-trillion dollar spending packages Congressional Democrats pushed through Congress and President Biden signed into law are far more likely to blame for soaring inflation than Americans ""splurging"". 

https://t.co/oh9JxdFpeg"
127,RepJimBaird,2022-11-30T16:04:51.000Z,Hauling livestock can be a considerably challenging task and requires flexibility. This decision to reject a commonsense petition at a time when cattle &amp; beef supply chains continue to face stress is very disappointing &amp; could have notable impacts on Hoosier farmers &amp; ranchers. https://t.co/UF5WgOYhHq
128,RepJimBaird,2022-11-29T21:23:20.000Z,USA!!! 🇺🇸🇺🇸🇺🇸
129,RepJimBaird,2022-11-29T16:04:58.000Z,My deepest condolences to the loved ones of my colleague @RepMcEachin. Please join me in lifting his loved ones up in prayer during this difficult time.
130,RepBalderson,2022-12-06T20:12:50.000Z,RT @EmpoweringUSA: This ridiculous article completely ignores the fact that #naturalgas is already responsible for 61% of C02 reductions -…
131,RepBalderson,2022-12-05T16:19:32.000Z,RT @MuskingumUniv: Muskingum University students met with U.S. Congressman @Troy_Balderson while they were in Washington DC for the @ARCgov…
132,RepBalderson,2022-12-05T15:24:12.000Z,"Thank you @cteclickingco for hosting this morning’s conversation w/ @intel, @JobsOhio, and others about building on the region’s world-class talent pipeline to fill in-demand tech and mfg careers here in #Ohio. https://t.co/wgbpsaI9h6"
133,RepBalderson,2022-12-03T20:21:37.000Z,"Today, I joined Mayor Mike Compton to kick off the annual Pataskala Holiday Cookie Walk, benefiting the Storehouse for Jesus Food Pantry. 🎄🎅🏻🍪

If you’re in the area, be sure to bring your family and friends for the 25th Annual Lighted Christmas Parade, starting at 6 PM! https://t.co/1Mbnf2G9pj"
134,RepBalderson,2022-12-01T16:29:29.000Z,"America is blessed with abundant, clean energy resources. 

Eliminating barriers preventing producers from unleashing the full potential of U.S. natural gas is key to restoring American manufacturing leadership. 
🇺🇸 &gt; 🇨🇳 

https://t.co/ddvZBm7kwR"
135,RepBalderson,2022-12-01T15:50:48.000Z,"The pandemic was a wake-up call for America to the risks of our reliance on foreign suppliers for essential goods. 

Enjoyed discussing this and opportunities ahead for restoring 🇺🇸 manufacturing leadership this morning with members of the @HMMCouncil. https://t.co/x7rp0KZ1F1"
136,RepBalderson,2022-12-01T14:44:44.000Z,"👍🏻AGREE ➡️ It’s time for the @WhiteHouse to retire its lazy, parroted claim about thousands of unused or undrilled permits or leases from its gigantic talking points binder!

cc: @SecGranholm 

👏🏻👇 @EnergyAbsurdity 

https://t.co/aUyJNVoNVv"
137,RepBalderson,2022-11-30T18:06:53.000Z,"Rather than attacking this industry, we should be asking ourselves where the region would be w/o the energy —and the economic ripple effect— it has created for this part of our state."
